componentes;r2_cv_bloco;rmse_cv_bloco
1;0.07473172818643814;2.582524789340704
2;0.22014989420428266;2.3709163500096695
3;0.2472937795528528;2.3292892182778533
4;0.33228305163981275;2.1938496644356977
