seed;fold;n_treino;n_teste;accuracy;f1;kappa;auc_roc
42;1;144;48;1.0;1.0;1.0;1.0
42;2;144;48;0.9791666666666666;0.9795918367346939;0.9583333333333334;0.9999999999999999
42;3;144;48;0.9791666666666666;0.9795918367346939;0.9583333333333334;1.0
42;4;144;48;0.9791666666666666;0.9795918367346939;0.9583333333333334;1.0
43;1;144;48;1.0;1.0;1.0;0.9999999999999999
43;2;144;48;1.0;1.0;1.0;1.0
43;3;144;48;0.9583333333333334;0.96;0.9166666666666666;1.0
43;4;144;48;0.9583333333333334;0.96;0.9166666666666666;1.0
44;1;144;48;1.0;1.0;1.0;0.9999999999999999
44;2;144;48;1.0;1.0;1.0;1.0
44;3;144;48;0.8958333333333334;0.8888888888888888;0.7916666666666666;0.9782986111111112
44;4;144;48;0.9791666666666666;0.9795918367346939;0.9583333333333334;1.0
45;1;144;48;1.0;1.0;1.0;1.0
45;2;144;48;0.9583333333333334;0.96;0.9166666666666666;0.9739583333333333
45;3;144;48;0.9791666666666666;0.9795918367346939;0.9583333333333334;1.0
45;4;144;48;1.0;1.0;1.0;1.0
46;1;144;48;0.9791666666666666;0.9795918367346939;0.9583333333333334;1.0
46;2;144;48;1.0;1.0;1.0;1.0
46;3;144;48;0.9791666666666666;0.9795918367346939;0.9583333333333334;1.0
46;4;144;48;0.9791666666666666;0.9795918367346939;0.9583333333333334;1.0
