data_clorofila_total;coleta_espectral;banda_nm;vip_selecao;vip_modelo_final;rho_spearman_clorofila_total
24/02;D03M;724;1.861922929139511;1.7985220844704712;-0.178734511726873
24/02;D03M;354;2.2724758357675445;1.7202519381440295;0.1639486883723384
24/02;D03M;695;1.708748901503366;1.6264666053849053;-0.3674711980759311
24/02;D03M;689;1.6735146120808193;1.5273666088243063;-0.1526418822776944
24/02;D03M;701;1.818554342864299;1.2220257511185562;-0.5788214966142773
24/02;D03M;671;1.5770568100907132;1.1419042176740624;0.011306806094644
24/02;D03M;705;2.0150841779379776;1.1306259683736526;-0.5309850092907832
24/02;D03M;532;1.836824440682568;1.114707701287932;-0.5501196042201808
24/02;D03M;527;1.7868429362638922;1.0957254984937552;-0.5396825524405093
24/02;D03M;547;1.8333023539321172;1.0927588072188772;-0.5631659189447701
24/02;D03M;550;1.8276764877165568;1.0906937359391913;-0.5631659189447701
24/02;D03M;380;1.6158232655869336;1.0877183957303351;0.0317460324965005
24/02;D03M;560;1.7648030147310385;1.0397320335503055;-0.5457708326453177
24/02;D03M;660;1.5446209795139083;0.9878694061060734;-0.0378343127013088
24/02;D03M;714;2.201369082223672;0.9422974223787052;-0.410958913824562
24/02;D03M;363;1.6673162590717965;0.9356341795779246;0.0556642761582475
24/02;D03M;570;1.6804038185279149;0.9295994346032298;-0.5183735717236801
24/02;D03M;519;1.4924014331263673;0.9175541774078632;-0.4166123168718839
24/02;D03M;600;1.849159822622028;0.9170131276755684;-0.3470319716740745
24/02;D03M;590;1.7753715081272334;0.9008852206060765;-0.402696247832322
24/02;D03M;610;1.8887402983855937;0.8993313130155008;-0.3252881137997591
24/02;D03M;580;1.7024360369563414;0.8943685020192695;-0.4540117524157065
24/02;D03M;640;1.8761029137621372;0.8729093321363823;-0.1474554153979991
24/02;D03M;620;1.867658005722306;0.8712557539891062;-0.2626658031217306
24/02;D03M;630;1.870752666584032;0.8642513661613014;-0.2191780873730997
24/02;D03M;399;1.6584900739855373;0.85688021258078;0.0334855411264457
24/02;D03M;650;1.6996032537238124;0.8397833135915185;-0.0987171147493921
24/02;D03M;373;1.6354186829983346;0.7920469606463046;0.0682757137253505
24/02;D03M;414;1.6510401819517564;0.7573209388715972;0.0552293990007612
24/02;D03M;403;1.6141059768368995;0.7411765882310175;0.0700152223552957
24/02;D03M;432;1.6600538895190005;0.6887875177414452;0.0643618193079737
24/02;D03M;427;1.635770746114186;0.6765009047479907;0.0652315736229463
24/02;D03M;450;1.6569643849732305;0.6652132879412276;0.0417482071186856
24/02;D03M;509;1.3041236301435202;0.6514972103257738;-0.2043922640185652
24/02;D03M;445;1.64030813017624;0.6111895147207682;0.0539247675283023
24/02;D03M;483;1.577260944021766;0.5934961623736869;0.0134811918820755
24/02;D03M;499;1.486271559288637;0.5705740271895486;-0.022613612189288
24/02;D03M;470;1.5889291232954177;0.5705376673347787;0.0230484893467743
24/02;D03M;467;1.621553953435959;0.5666067604769733;0.0378343127013088
