number;value;params_componentes_finais;params_componentes_pre;params_janela_nm;params_limiar_spearman;params_limiar_vip;state
328;0.5787554453964514;3;7;26;0.7049344424631583;0.6026619797474057;COMPLETE
329;0.5547357404269337;3;8;3;0.718996886904684;0.5711110394225972;COMPLETE
330;0.600580449216994;3;8;24;0.7292562395587764;0.5568913581202386;COMPLETE
331;0.4928645225116325;4;8;25;0.7091791718438295;0.592489629709351;COMPLETE
332;0.5915158456869614;3;8;27;0.7163747016845081;0.6273469894905277;COMPLETE
333;0.5216940774405985;3;8;24;0.726806485961869;1.0243753510324234;COMPLETE
334;0.597539884882268;3;8;26;0.7040628917908349;0.6087001170886134;COMPLETE
335;0.5124093408664462;3;8;23;0.6950848673823268;1.23600120490211;COMPLETE
336;0.602325518957684;3;8;25;0.7140502458990333;0.5847380444889544;COMPLETE
337;0.6023282540138007;3;8;25;0.7237479765459431;0.5464251582540772;COMPLETE
338;0.600580449216994;3;8;24;0.7242167871888414;0.5429511937772088;COMPLETE
339;0.4379663718404855;2;8;26;0.7303698118980795;0.5616820391646636;COMPLETE
340;0.6003509988691285;3;8;24;0.7021418554230967;0.5387640442399502;COMPLETE
341;0.5968233679239714;3;8;27;0.7206543337029697;0.6528902097965741;COMPLETE
342;0.6007167110707385;3;8;25;0.6870828386487858;0.5610241321266849;COMPLETE
343;0.597539884882268;3;8;26;0.7085776940398707;0.6091440650321606;COMPLETE
344;0.24035298723094178;5;7;24;0.7244870452163416;1.4715049390362576;COMPLETE
345;0.45161148337677304;3;1;31;0.7129016065455707;0.5733547053989877;COMPLETE
346;0.5573477561675048;3;8;23;0.9322892804154523;0.630778639259503;COMPLETE
347;0.600969951482964;3;8;25;0.6996186501389101;0.5450746259594834;COMPLETE
348;0.6023635532636995;3;8;25;0.720081919817705;0.5941350527234319;COMPLETE
349;0.5994953211030771;3;8;26;0.7282928046655397;0.6121897015378731;COMPLETE
350;0.6023635532636995;3;8;25;0.7203159685966241;0.5944951392228018;COMPLETE
351;0.5959106717273103;3;8;26;0.7311686470156008;0.6474230329871492;COMPLETE
352;0.5788243346182473;3;8;24;0.7205371460642012;0.6250660571792093;COMPLETE
353;0.5991064755542141;3;8;23;0.7074741903111942;0.5980275052150953;COMPLETE
354;0.6024600121025834;3;8;25;0.7301002449397141;0.5623149751354352;COMPLETE
355;0.5638483152451166;4;8;35;0.7311846460442555;0.5675527391698845;COMPLETE
356;0.427997996636592;2;8;24;0.6950222693036339;0.6113850551549069;COMPLETE
357;0.597539884882268;3;8;26;0.7179381562720019;0.5888337956928438;COMPLETE
358;0.5983777489994545;3;8;25;0.7087040763608914;0.6321095688534935;COMPLETE
359;0.6001605642119017;3;8;27;0.7326319626959312;0.5636338156771877;COMPLETE
360;0.6023635532636995;3;8;25;0.7210285275836387;0.6044836837646927;COMPLETE
361;0.6005286586783396;3;8;24;0.7036368106728501;0.6181499253986612;COMPLETE
362;0.5949952744256543;3;8;26;0.6785908650499988;0.6462730811590552;COMPLETE
363;0.5995058729606979;3;8;23;0.7194846899288414;0.6043720255929833;COMPLETE
364;0.6005286586783396;3;8;24;0.7115992651292706;0.5765265713889571;COMPLETE
365;0.5991317236804239;3;8;25;0.690947171539683;0.6221395987408617;COMPLETE
366;0.581732029094126;3;8;25;0.9095765019039179;0.5954051639879073;COMPLETE
367;0.5962294279681843;3;7;26;0.7006634778404173;0.6046208127429394;COMPLETE
368;0.6023635532636995;3;8;25;0.7192637080194153;0.5705402809344835;COMPLETE
369;0.597539884882268;3;8;26;0.7099372718547169;0.5659654454397613;COMPLETE
370;0.5991880233628449;3;8;27;0.7188284982901681;0.5388887688912674;COMPLETE
371;0.4225128778871079;2;8;25;0.7296832463362553;0.5619560965604863;COMPLETE
372;0.5742935145344763;3;8;28;0.7005190859363869;0.6556351106074961;COMPLETE
373;0.6005286586783396;3;8;24;0.7130436805250482;0.6304870637679684;COMPLETE
374;0.5969301555205137;3;8;24;0.7251329995490287;0.5801091521155941;COMPLETE
375;0.6019978686268083;3;8;25;0.7377019259334379;0.6068876111443449;COMPLETE
376;0.5567482521084867;3;8;6;0.706703875031514;0.560146152844912;COMPLETE
377;0.5913575855859547;3;8;26;0.6914146935443829;0.5872158776031937;COMPLETE
378;0.42126917355345017;4;8;25;0.7170712047615572;1.3274359121797459;COMPLETE
379;0.600580449216994;3;8;24;0.7291611511626906;0.5446697777003097;COMPLETE
380;0.5308612255551457;3;8;26;0.7011849229994767;1.0858482492961299;COMPLETE
381;0.5740702726495204;3;7;23;0.7118819931317046;0.632335609107317;COMPLETE
382;-0.34301690562286935;7;8;25;0.7199177349526028;0.6086832202215171;COMPLETE
383;0.5973687095790741;3;8;24;0.6836650705390175;0.5762782400243183;COMPLETE
384;0.6015658355126329;3;8;26;0.7422910429147782;0.6033532732863898;COMPLETE
385;0.19709484476389239;1;8;27;0.7067959992141943;0.5432780182197451;COMPLETE
386;0.5991317236804239;3;8;25;0.695546507807817;0.6440932082642944;COMPLETE
387;0.4306048808913383;2;8;29;0.7243146318738928;0.5883130146750161;COMPLETE
388;0.6005286586783396;3;8;24;0.7172805728837374;0.6217949631607065;COMPLETE
389;0.602325518957684;3;8;25;0.710267875192109;0.563073406639416;COMPLETE
390;0.587707170643629;3;8;23;0.738307765036776;0.6695522345086377;COMPLETE
391;0.5984552646401895;3;8;26;0.7337785269537079;0.5959193471355815;COMPLETE
392;0.6023282540138007;3;8;25;0.7250720603559214;0.5778499165712203;COMPLETE
393;0.6003509988691285;3;7;24;0.7015342519628217;0.5295445200311054;COMPLETE
394;0.5983289742719515;3;8;26;0.717964683368713;0.6181869542513556;COMPLETE
395;0.602325518957684;3;8;25;0.7106982934957379;0.5566076612005172;COMPLETE
396;0.5969301555205137;3;8;24;0.7316702900653934;0.5965521576125326;COMPLETE
397;0.445491263887808;4;8;27;0.6957873011966672;0.634520237827985;COMPLETE
398;0.597539884882268;3;8;26;0.7070071650268028;0.5717669199446849;COMPLETE
399;0.5696724643244389;3;8;25;0.7210101923220569;0.9806017247491355;COMPLETE
