n_componentes;rmse_cv_bloco;r2_cv_bloco
1;2.532647918451174;-0.1268560184211791
2;2.443339339546518;-0.04878475136515559
3;2.3955469687893545;-0.008157000368101519
4;2.263288282162619;0.10009111601136256
5;2.4233916943790685;-0.031729906679916375
6;2.751150295891361;-0.32968087607483665
