data;estrategia;repeticao;r2
27/02;CV=5;17;-0.24753031123042546
27/02;CV=5;18;-0.3774692405814808
27/02;CV=5;19;-0.10628894729245952
27/02;CV=5;20;0.16232497304195337
27/02;CV=5;21;-0.4519944536822107
27/02;CV=5;22;0.02022816808936634
27/02;CV=5;23;0.030648393748628933
27/02;CV=5;24;-0.1804948123024721
27/02;CV=5;25;0.042066240498901064
27/02;CV=5;26;0.018519215597775696
27/02;CV=5;27;0.07791692123733085
27/02;CV=5;28;-0.034310193588536375
27/02;CV=5;29;-0.34198385677013277
27/02;CV=5;30;-0.2027230742636723
27/02;CV=5;31;-0.022684851859698263
27/02;CV=5;32;-0.5959194002721617
27/02;CV=5;33;-0.23256458524199464
27/02;CV=5;34;-0.11313497181025034
27/02;CV=5;35;0.025546895460177077
27/02;CV=5;36;-0.0973992688909795
27/02;CV=5;37;-0.21780505498029612
27/02;CV=5;38;-0.14139167372126993
27/02;CV=5;39;0.30625484408367654
27/02;CV=5;40;0.09685952641590467
27/02;CV=5;41;-0.1429885229882637
27/02;CV=5;42;-0.05903912880704465
27/02;CV=5;43;-0.03364366486925374
27/02;CV=5;44;0.3384283667566965
27/02;CV=5;45;-0.01606300671961436
27/02;CV=5;46;0.11564056805661505
27/02;CV=5;47;-0.14172649406892468
27/02;CV=5;48;-0.4734536231992226
27/02;CV=5;49;-0.07236404714257683
27/02;CV=5;50;0.10844133296725367
27/02;CV=5;51;-0.03092550398464322
27/02;CV=5;52;0.003202553156014365
27/02;CV=5;53;-0.6123286253931362
27/02;CV=5;54;0.14181017261015205
27/02;CV=5;55;-0.13149605747775261
27/02;CV=5;56;-0.10292976364730455
27/02;CV=5;57;-0.10362960212002625
27/02;CV=5;58;0.1120386358975618
27/02;CV=5;59;0.29184341458454577
27/02;CV=5;60;0.003693130057060179
27/02;CV=5;61;-0.12373306416129837
27/02;CV=5;62;0.0613896867402417
27/02;CV=5;63;0.04601296899804941
27/02;CV=5;64;-0.025074375893318512
27/02;CV=5;65;-0.32518787039525177
27/02;CV=5;66;-0.40738370769439847
27/02;CV=5;67;-0.2322823702972432
27/02;CV=5;68;-0.08129506841631029
27/02;CV=5;69;-0.0636636403170463
27/02;CV=5;70;-0.06538246359003952
27/02;CV=5;71;-0.3063981639807878
27/02;CV=5;72;-0.044850941546720646
27/02;CV=5;73;-0.01597986098624582
27/02;CV=5;74;-0.29894700525207196
27/02;CV=5;75;-0.058124846821582254
27/02;CV=5;76;-0.11178453234624897
27/02;CV=5;77;0.030354128029908112
27/02;CV=5;78;-0.5529298536464453
27/02;CV=5;79;0.04061280863291916
27/02;CV=5;80;0.07308595807592377
27/02;CV=5;81;0.025060881715342487
27/02;CV=5;82;0.05455774070033259
27/02;CV=5;83;0.22000613779238187
27/02;CV=5;84;-0.894071164374604
27/02;CV=5;85;0.15613092810427098
27/02;CV=5;86;-0.12092108395368739
27/02;CV=5;87;-0.42520464511455214
27/02;CV=5;88;0.017452105053054945
27/02;CV=5;89;-0.3648959242360712
27/02;CV=5;90;-0.07512634513333971
27/02;CV=5;91;-0.31692551811775016
27/02;CV=5;92;-0.011765426995499872
27/02;CV=5;93;0.2756784639107064
27/02;CV=5;94;-0.24348924073445666
27/02;CV=5;95;-0.1088275986296976
27/02;CV=5;96;-0.37454407824754266
27/02;CV=5;97;-0.1511737477347801
27/02;CV=5;98;-0.057909683654078004
27/02;CV=5;99;-0.31489185258828467
27/02;CV=5;100;0.30383291138809654
02/03;70/30;1;-0.3798138519955214
02/03;70/30;2;0.5690519067496266
02/03;70/30;3;0.46803624780010644
02/03;70/30;4;-4.707318510566539
02/03;70/30;5;-0.5920586352851773
02/03;70/30;6;0.42612917979459963
02/03;70/30;7;0.036873832858502764
02/03;70/30;8;0.1295484276183465
02/03;70/30;9;-1.4634928102416263
02/03;70/30;10;0.0758265326397688
02/03;70/30;11;0.26939351478372486
02/03;70/30;12;-0.14261163224052842
02/03;70/30;13;-1.4421082020218021
02/03;70/30;14;0.5261081710536265
02/03;70/30;15;-0.1099796601084333
02/03;70/30;16;0.09765723648680402
02/03;70/30;17;0.22909293344680648
02/03;70/30;18;0.16351231725334536
02/03;70/30;19;-0.12046033600072681
02/03;70/30;20;0.49614510801355627
02/03;70/30;21;0.44775906312992886
02/03;70/30;22;0.3652849915748506
02/03;70/30;23;0.4103492727435898
02/03;70/30;24;-0.15364356737853235
02/03;70/30;25;0.32560341755897615
02/03;70/30;26;-0.06857304843920042
02/03;70/30;27;0.20752566217795165
02/03;70/30;28;-0.06330419664830456
02/03;70/30;29;0.22036178789159433
02/03;70/30;30;0.3749479356900466
02/03;70/30;31;0.477847162959786
02/03;70/30;32;0.030946015156864237
02/03;70/30;33;0.3880031660304133
02/03;70/30;34;0.1195245826281558
02/03;70/30;35;0.3140026192021158
02/03;70/30;36;-0.476040038688051
02/03;70/30;37;-0.5753148799037286
02/03;70/30;38;0.45604429425717485
02/03;70/30;39;0.015934541239136624
02/03;70/30;40;-0.06949137009183626
02/03;70/30;41;0.47628101940598555
02/03;70/30;42;-1.1412196206023886
02/03;70/30;43;0.08843648321318476
02/03;70/30;44;-2.133907213135447
02/03;70/30;45;0.4098780535267492
02/03;70/30;46;0.26851489703865794
02/03;70/30;47;0.10612619372861165
02/03;70/30;48;-1.54600529502386
02/03;70/30;49;0.47359650164152967
02/03;70/30;50;0.1637296379853297
02/03;70/30;51;0.20052975633067394
02/03;70/30;52;0.1867575540363441
02/03;70/30;53;0.10135765462825452
02/03;70/30;54;0.5115827066468548
02/03;70/30;55;0.4890488647720457
02/03;70/30;56;0.4023933401281412
02/03;70/30;57;-1.2686593389746341
02/03;70/30;58;-0.14383179332482388
02/03;70/30;59;0.4649177835949857
02/03;70/30;60;0.1588986291734532
02/03;70/30;61;0.29341393952018835
02/03;70/30;62;-0.29135761878509436
02/03;70/30;63;-2.197950191659748
02/03;70/30;64;0.05949224390163166
02/03;70/30;65;-0.23868361455100273
02/03;70/30;66;0.3071000816726508
02/03;70/30;67;0.31045533246991974
02/03;70/30;68;-0.23358484242250133
02/03;70/30;69;0.46296416275358077
02/03;70/30;70;0.555939363204579
02/03;70/30;71;-0.4205004658443672
02/03;70/30;72;0.03968261194409173
02/03;70/30;73;0.3984012163072208
02/03;70/30;74;0.29408324398350305
02/03;70/30;75;0.14866771477562368
02/03;70/30;76;-0.40839514981007174
02/03;70/30;77;0.5836712261407648
02/03;70/30;78;0.5571912381944644
02/03;70/30;79;-0.20017911292849622
02/03;70/30;80;0.23679729212378575
02/03;70/30;81;0.49580215767258606
02/03;70/30;82;0.5956953707696443
02/03;70/30;83;0.6607338625731307
02/03;70/30;84;0.6754955640104241
02/03;70/30;85;0.46089410372109885
02/03;70/30;86;-0.12743809262106653
02/03;70/30;87;-0.8863577731942269
02/03;70/30;88;0.08062782516702593
02/03;70/30;89;-0.7098754486718684
02/03;70/30;90;0.24512543202833104
02/03;70/30;91;0.3246702228544096
02/03;70/30;92;0.25084543358151146
02/03;70/30;93;0.3063089740973264
02/03;70/30;94;-0.320899454555988
02/03;70/30;95;0.2511702200471906
02/03;70/30;96;0.2948795768693211
02/03;70/30;97;-0.22552761558609102
02/03;70/30;98;0.22346669575168066
02/03;70/30;99;-2.97115319440434
02/03;70/30;100;0.5949029860749657
02/03;80/20;1;-0.31554399972732816
02/03;80/20;2;0.6679860448958884
02/03;80/20;3;0.4579713536939717
02/03;80/20;4;-2.7064848380462103
02/03;80/20;5;0.1804895273160162
02/03;80/20;6;0.7471314159598769
02/03;80/20;7;0.7606284523865305
02/03;80/20;8;0.3627700252687269
02/03;80/20;9;-1.5623827321288126
02/03;80/20;10;0.5185241475519052
02/03;80/20;11;0.3050134439550569
02/03;80/20;12;0.18043886633612105
02/03;80/20;13;-1.1970503455642065
02/03;80/20;14;0.5078996148312189
02/03;80/20;15;-0.01931083974775749
02/03;80/20;16;0.10514796443093699
02/03;80/20;17;-2.795395597465471
02/03;80/20;18;-7.32400576552979
02/03;80/20;19;0.035769450612543885
02/03;80/20;20;0.5740254436372019
02/03;80/20;21;0.5853582771093236
02/03;80/20;22;-0.0247938968322976
02/03;80/20;23;0.5102511325775444
02/03;80/20;24;0.4271728156590847
02/03;80/20;25;0.6508905641161539
02/03;80/20;26;0.08571627555932615
02/03;80/20;27;-0.20217485954989312
02/03;80/20;28;-22.832094354321743
02/03;80/20;29;0.5979563085073089
02/03;80/20;30;-0.4752281382727799
02/03;80/20;31;0.3025040823186975
02/03;80/20;32;-0.7326209219880455
02/03;80/20;33;0.5138563609558701
02/03;80/20;34;0.518355628268129
02/03;80/20;35;0.623122865235437
02/03;80/20;36;-0.9930843049691025
02/03;80/20;37;-0.23242887820538893
02/03;80/20;38;0.5710112249818506
02/03;80/20;39;0.5277765708547013
02/03;80/20;40;-0.11512619499004084
02/03;80/20;41;0.6556658272142581
02/03;80/20;42;-0.9398219496418578
02/03;80/20;43;-0.26122741206102273
02/03;80/20;44;-1.1368504967408906
02/03;80/20;45;0.25103617756410535
02/03;80/20;46;0.18085698976287068
02/03;80/20;47;-0.1493501555421406
02/03;80/20;48;-2.2140109438199715
02/03;80/20;49;-1.61503222327496
02/03;80/20;50;0.06987118687612803
02/03;80/20;51;-2.639871875752741
02/03;80/20;52;0.3494205517462372
02/03;80/20;53;0.4204691070609671
02/03;80/20;54;-1.636270033154024
02/03;80/20;55;0.33540245815384984
02/03;80/20;56;-0.965655030165149
02/03;80/20;57;-1.027539632844483
02/03;80/20;58;-0.09124634663515296
02/03;80/20;59;0.4446629879365297
02/03;80/20;60;0.49410054066051856
02/03;80/20;61;0.4863863002765382
02/03;80/20;62;-1.0905195435529023
02/03;80/20;63;-7.23254614765662
02/03;80/20;64;-1.9920631291768478
02/03;80/20;65;-0.6525011592431418
02/03;80/20;66;0.2859239898049194
02/03;80/20;67;-0.2757669909049558
02/03;80/20;68;0.1463275762925459
02/03;80/20;69;0.40867731960782683
02/03;80/20;70;0.5707120382033493
02/03;80/20;71;-0.40527817921850207
02/03;80/20;72;-2.4921166310717013
02/03;80/20;73;0.3403312412311711
02/03;80/20;74;-2.2610902179877144
02/03;80/20;75;0.41317374806185303
02/03;80/20;76;-0.3519173067813355
02/03;80/20;77;0.5989486880606854
02/03;80/20;78;0.2683844307633845
02/03;80/20;79;-2.158194818809979
02/03;80/20;80;0.35753811970250693
02/03;80/20;81;0.143697974425272
02/03;80/20;82;0.5578513293022516
02/03;80/20;83;0.6063523378598196
02/03;80/20;84;-3.1444979456269886
02/03;80/20;85;0.6167131712536764
02/03;80/20;86;0.46316183198817096
02/03;80/20;87;-3.0255891202808876
02/03;80/20;88;-0.10457877338061428
02/03;80/20;89;-0.9534043131839869
02/03;80/20;90;-0.41924258872332265
02/03;80/20;91;0.5101706334719318
02/03;80/20;92;0.041947955241785184
02/03;80/20;93;0.3340907841460259
02/03;80/20;94;0.471884846513955
02/03;80/20;95;0.41257653736963273
02/03;80/20;96;-1.0659884234368917
02/03;80/20;97;0.4189916126175022
02/03;80/20;98;0.4496635021023301
02/03;80/20;99;-2.01708640800799
02/03;80/20;100;-1.7800123270860557
02/03;CV=4;1;0.32646326355456534
02/03;CV=5;1;0.3002807463507736
02/03;CV=5;2;0.3217846755129127
02/03;CV=5;3;0.39348840435667964
02/03;CV=5;4;0.09922863201308108
02/03;CV=5;5;0.4083594541865486
02/03;CV=5;6;0.30584639279857795
02/03;CV=5;7;0.11808457465451017
02/03;CV=5;8;0.1916568880762819
02/03;CV=5;9;0.23101732911855155
02/03;CV=5;10;0.348298643252025
02/03;CV=5;11;0.3650621715321801
02/03;CV=5;12;0.2414093163578639
02/03;CV=5;13;0.1393951719864578
02/03;CV=5;14;0.10059063209375152
02/03;CV=5;15;0.3476513948898634
02/03;CV=5;16;0.3342075071364078
02/03;CV=5;17;0.23872513467722467
02/03;CV=5;18;0.23745635298518397
02/03;CV=5;19;0.1586523940688752
02/03;CV=5;20;0.29647277035589037
02/03;CV=5;21;0.45617717269429403
02/03;CV=5;22;0.2971121693443388
02/03;CV=5;23;0.11460193257291129
02/03;CV=5;24;0.33276894654977907
02/03;CV=5;25;-0.0005271493423162354
02/03;CV=5;26;0.32981789126285177
02/03;CV=5;27;0.11668174993968261
02/03;CV=5;28;0.11997255909867044
02/03;CV=5;29;0.272885263763174
02/03;CV=5;30;0.24110336730394322
02/03;CV=5;31;0.24052364657615677
02/03;CV=5;32;0.061919027511873614
02/03;CV=5;33;0.33255969132721486
02/03;CV=5;34;0.2872269626480156
02/03;CV=5;35;0.3780411504772093
02/03;CV=5;36;0.3884883212931761
02/03;CV=5;37;0.3357267843115386
02/03;CV=5;38;0.3391617874987951
02/03;CV=5;39;0.2739807355823105
02/03;CV=5;40;0.41307977323510203
02/03;CV=5;41;0.14587144761590076
02/03;CV=5;42;0.2264393161809941
02/03;CV=5;43;0.262359034832228
02/03;CV=5;44;0.01713336265223886
02/03;CV=5;45;0.3230109476233597
02/03;CV=5;46;0.34498526011316955
02/03;CV=5;47;0.3552823234427429
02/03;CV=5;48;0.2867826253138064
02/03;CV=5;49;0.34792036029341766
02/03;CV=5;50;0.10887029127608172
02/03;CV=5;51;0.36375316692068416
02/03;CV=5;52;0.08339949136279856
02/03;CV=5;53;0.3975710795484254
02/03;CV=5;54;0.4893850298841911
02/03;CV=5;55;0.4489197485083505
02/03;CV=5;56;0.18161236229810496
02/03;CV=5;57;0.16995552563413552
02/03;CV=5;58;0.38410490018101284
02/03;CV=5;59;0.290727078193337
02/03;CV=5;60;0.3274971389408905
02/03;CV=5;61;0.3619026310454221
02/03;CV=5;62;0.06100715021753056
02/03;CV=5;63;0.0062420060846481995
02/03;CV=5;64;0.054328362375236305
02/03;CV=5;65;0.3710040732101213
02/03;CV=5;66;0.2913561885782593
02/03;CV=5;67;0.050023335847707684
02/03;CV=5;68;0.14128251667874137
02/03;CV=5;69;0.3776240497849679
02/03;CV=5;70;-0.05833442115746901
02/03;CV=5;71;0.14548097501829216
02/03;CV=5;72;0.19819673054457054
02/03;CV=5;73;0.3967763166947965
02/03;CV=5;74;0.32684060668754256
02/03;CV=5;75;0.2788410198801703
02/03;CV=5;76;0.060415062197749725
02/03;CV=5;77;0.4634649281210801
02/03;CV=5;78;0.3740811714143423
02/03;CV=5;79;0.10252972615839884
02/03;CV=5;80;0.2914024654518136
02/03;CV=5;81;0.1552633873416407
02/03;CV=5;82;0.23460714071272293
02/03;CV=5;83;0.2790850310753985
02/03;CV=5;84;0.3997551322196716
02/03;CV=5;85;0.1669442310438498
02/03;CV=5;86;0.04691054147009455
02/03;CV=5;87;0.1777753193808025
02/03;CV=5;88;0.4286451913776712
02/03;CV=5;89;0.2097620078627278
02/03;CV=5;90;0.32058305565717093
02/03;CV=5;91;0.3348562751609341
02/03;CV=5;92;0.33104767144266845
02/03;CV=5;93;0.3635003691787436
02/03;CV=5;94;0.25947805538240243
02/03;CV=5;95;0.3361332273891148
02/03;CV=5;96;0.21480481362837156
02/03;CV=5;97;0.3617225719398369
02/03;CV=5;98;0.25796651975886153
02/03;CV=5;99;0.07314112545157536
02/03;CV=5;100;0.4169847728105548
03/03;70/30;1;-1.0252850466124186
03/03;70/30;2;-0.7504190712706165
03/03;70/30;3;0.522304852881363
03/03;70/30;4;-0.786163441398966
03/03;70/30;5;0.3539268480942439
03/03;70/30;6;0.15948160568434566
03/03;70/30;7;-1.7555647895371949
03/03;70/30;8;-0.4926894615235966
03/03;70/30;9;-0.9259240957299109
03/03;70/30;10;-0.9719914024515817
03/03;70/30;11;0.47338834470059066
03/03;70/30;12;-0.5877484805578155
03/03;70/30;13;-0.5297969235984668
03/03;70/30;14;0.4284150590554976
03/03;70/30;15;-0.24232495732888637
03/03;70/30;16;-0.09103257887684024
03/03;70/30;17;0.1494145936518635
03/03;70/30;18;-2.907315096473717
03/03;70/30;19;-0.021961718017072807
03/03;70/30;20;0.008819052356313861
03/03;70/30;21;0.5925379292583842
03/03;70/30;22;0.17219921985442066
03/03;70/30;23;0.3198219370798383
03/03;70/30;24;-2.198600027392675
03/03;70/30;25;0.26206297365808473
03/03;70/30;26;-0.33601506748410426
03/03;70/30;27;-0.22734895389396415
03/03;70/30;28;0.351710375732885
03/03;70/30;29;-0.39897065859861325
03/03;70/30;30;0.2774395128974321
03/03;70/30;31;-0.29231272214414794
03/03;70/30;32;0.1285640624222556
03/03;70/30;33;-0.610669290346473
03/03;70/30;34;0.32353109771228306
03/03;70/30;35;-0.5114499563707913
03/03;70/30;36;-0.6072013177674573
03/03;70/30;37;0.1528187925850628
03/03;70/30;38;0.3935827582815442
03/03;70/30;39;-0.31402878211353413
03/03;70/30;40;-0.6344388727700234
03/03;70/30;41;0.0726560864622523
03/03;70/30;42;-2.0886811936344385
03/03;70/30;43;0.12546074552001507
03/03;70/30;44;-0.42232764400662237
03/03;70/30;45;-0.06608006332382521
03/03;70/30;46;0.1726042452329739
03/03;70/30;47;-0.6205821096279103
03/03;70/30;48;-1.5060199699943433
03/03;70/30;49;-0.28036840552429476
03/03;70/30;50;-0.6955011982277308
03/03;70/30;51;-0.27047968151028345
03/03;70/30;52;-0.4829976597662693
03/03;70/30;53;0.2821035184787265
03/03;70/30;54;-3.3925693961286782
03/03;70/30;55;0.30768790739330787
03/03;70/30;56;0.10054401629753074
03/03;70/30;57;-0.6559396441476018
03/03;70/30;58;-2.9272351392823
03/03;70/30;59;0.032037722298944415
03/03;70/30;60;0.27739855770305755
03/03;70/30;61;0.39927284938371843
03/03;70/30;62;0.13328790209991626
03/03;70/30;63;-0.9433077631259466
03/03;70/30;64;0.2697531211856101
03/03;70/30;65;-1.4593789922941292
03/03;70/30;66;0.14470979550795282
03/03;70/30;67;0.36029544168215977
03/03;70/30;68;0.453693150109696
03/03;70/30;69;0.40568228144928065
03/03;70/30;70;0.271035404929887
03/03;70/30;71;-0.28542640389356344
03/03;70/30;72;0.09230279156511689
03/03;70/30;73;0.28092016126417085
03/03;70/30;74;-0.46276277357358087
03/03;70/30;75;0.25458515476330934
03/03;70/30;76;-0.6707554144861376
03/03;70/30;77;0.45741098106920486
03/03;70/30;78;0.44807623331095514
03/03;70/30;79;-0.17187089506371245
03/03;70/30;80;0.5675006773102893
03/03;70/30;81;0.2610829518576635
03/03;70/30;82;0.36266738073190985
03/03;70/30;83;0.1554505489514003
03/03;70/30;84;-0.2361525909959572
03/03;70/30;85;0.4140077962067902
03/03;70/30;86;0.0005690919006561268
03/03;70/30;87;0.21919799591274447
03/03;70/30;88;-0.3386303941751385
03/03;70/30;89;0.31373757090492527
03/03;70/30;90;-0.30841877838227383
03/03;70/30;91;-0.9563278105806665
03/03;70/30;92;-0.32705233600956585
03/03;70/30;93;0.021828261822515516
03/03;70/30;94;-0.0279995704345124
03/03;70/30;95;0.0543301788299102
03/03;70/30;96;0.38605583380729946
03/03;70/30;97;-0.6349818866549322
03/03;70/30;98;0.2945175784614448
03/03;70/30;99;-4.111497490146674
03/03;70/30;100;0.39855279832122525
03/03;80/20;1;-0.018326693880450717
03/03;80/20;2;0.6515125468850471
03/03;80/20;3;0.4988044530326965
03/03;80/20;4;0.1766299624001495
03/03;80/20;5;0.3817323469457682
03/03;80/20;6;0.03178805593060141
03/03;80/20;7;-0.03565099897756041
03/03;80/20;8;0.07199867755071032
03/03;80/20;9;-2.657047827216183
03/03;80/20;10;-0.7590330609579181
03/03;80/20;11;0.43047302163068446
03/03;80/20;12;0.05258363991844661
03/03;80/20;13;-0.7970811403288474
03/03;80/20;14;0.2994860358137039
03/03;80/20;15;-0.1942353332367952
03/03;80/20;16;-0.8910053627103383
03/03;80/20;17;-1.9548632997241868
03/03;80/20;18;-3.3702525415253923
03/03;80/20;19;-1.7640950787373781
03/03;80/20;20;-1.7554097116264376
03/03;80/20;21;0.6575336241143945
03/03;80/20;22;-0.2981223645764448
03/03;80/20;23;0.5938431528314898
03/03;80/20;24;-1.2286889173616604
03/03;80/20;25;0.2105915068547436
03/03;80/20;26;0.3740700770220793
03/03;80/20;27;-0.35274038965262156
03/03;80/20;28;-0.49972670481388115
03/03;80/20;29;0.17506802340953087
03/03;80/20;30;0.24953946858204445
03/03;80/20;31;-0.6925043757485818
03/03;80/20;32;0.379456153258108
03/03;80/20;33;0.27563081892958174
03/03;80/20;34;0.2773547662301262
03/03;80/20;35;-0.43782560154960093
03/03;80/20;36;-2.4771850022226123
03/03;80/20;37;-0.5043114531057764
03/03;80/20;38;0.648028619748285
03/03;80/20;39;-0.32162162287567275
03/03;80/20;40;-0.8228817867601264
03/03;80/20;41;-2.947271721824803
03/03;80/20;42;-1.9872698839741552
03/03;80/20;43;-1.1079976612973468
03/03;80/20;44;0.3278284980839147
03/03;80/20;45;0.14767190201721958
03/03;80/20;46;0.002355040134088604
03/03;80/20;47;-0.13634676987675354
03/03;80/20;48;-3.1377624983990113
03/03;80/20;49;-0.8578376283290625
03/03;80/20;50;-0.7241541923029928
03/03;80/20;51;-0.9451888039626675
03/03;80/20;52;-0.9537271663285452
03/03;80/20;53;0.29934823467327654
03/03;80/20;54;-2.0210207093730856
03/03;80/20;55;0.11927272229730845
03/03;80/20;56;0.2845833905460998
03/03;80/20;57;-0.08418216416439783
03/03;80/20;58;-3.79848162378103
03/03;80/20;59;-0.4575135743154035
03/03;80/20;60;0.2781952806714485
03/03;80/20;61;-0.7101683169051052
03/03;80/20;62;-0.39573437524939137
03/03;80/20;63;-9.752943806983476
03/03;80/20;64;0.38992623950483485
03/03;80/20;65;0.0265332956870159
03/03;80/20;66;0.32471376551354825
03/03;80/20;67;0.2860609761531421
03/03;80/20;68;0.2023077886370106
03/03;80/20;69;0.24190276874935035
03/03;80/20;70;0.00355832180957949
03/03;80/20;71;-0.6590803550461628
03/03;80/20;72;-0.05730504283513671
03/03;80/20;73;0.43213693107993545
03/03;80/20;74;-3.315188158191404
03/03;80/20;75;0.5601280012204977
03/03;80/20;76;-3.538583351127534
03/03;80/20;77;0.32583148931048955
03/03;80/20;78;0.13299985153239235
03/03;80/20;79;-0.6207720639552741
03/03;80/20;80;0.652428431348787
03/03;80/20;81;-0.0999380177335023
03/03;80/20;82;0.4045373526358408
03/03;80/20;83;0.3414731151512832
03/03;80/20;84;-2.8417881522379393
03/03;80/20;85;0.49427763162363914
03/03;80/20;86;-0.1550622477467427
03/03;80/20;87;-0.25429467231059477
03/03;80/20;88;-0.7235206497831195
03/03;80/20;89;0.2748733975166715
03/03;80/20;90;-0.7241323647324578
03/03;80/20;91;-0.6056590275826781
03/03;80/20;92;-0.40550953313096905
03/03;80/20;93;0.288995512812084
03/03;80/20;94;0.37841065993019174
03/03;80/20;95;-0.1597369607464456
03/03;80/20;96;-0.24991517585243206
03/03;80/20;97;-0.4406571401484114
03/03;80/20;98;0.16303586218322064
03/03;80/20;99;-6.446552678707128
03/03;80/20;100;-0.030658755489815448
03/03;CV=4;1;0.09195656833154064
03/03;CV=5;1;-0.0496254464331789
03/03;CV=5;2;0.1680378951615249
03/03;CV=5;3;0.09704504076060949
03/03;CV=5;4;0.061424532664366205
03/03;CV=5;5;0.15851697955816946
03/03;CV=5;6;0.13192799116953136
03/03;CV=5;7;0.032732187858927286
03/03;CV=5;8;0.17803891626589052
03/03;CV=5;9;-0.020766716776240868
03/03;CV=5;10;0.03568585703437255
03/03;CV=5;11;0.18290232759892155
03/03;CV=5;12;0.13915785594927355
03/03;CV=5;13;0.02071965621108307
03/03;CV=5;14;0.17899675854803243
03/03;CV=5;15;0.22333564638740833
03/03;CV=5;16;0.14193190706358383
03/03;CV=5;17;0.025379481171682428
03/03;CV=5;18;-0.11276956349296796
03/03;CV=5;19;-0.2458143168557807
03/03;CV=5;20;0.18001445661567983
03/03;CV=5;21;0.13295483985782086
03/03;CV=5;22;0.0727873763929785
03/03;CV=5;23;-0.06808405711538379
03/03;CV=5;24;0.1098950591177178
03/03;CV=5;25;0.01971620066464841
03/03;CV=5;26;0.1667540368247008
03/03;CV=5;27;0.06627953105052486
03/03;CV=5;28;0.043090720053403975
03/03;CV=5;29;-0.13421734967548482
03/03;CV=5;30;0.1729941404834482
03/03;CV=5;31;0.0481087692540898
03/03;CV=5;32;-0.021944011705425925
03/03;CV=5;33;0.0840395187418067
03/03;CV=5;34;0.14149791061570638
03/03;CV=5;35;0.10654385851390724
03/03;CV=5;36;0.10044631789266012
03/03;CV=5;37;0.16874392973048802
03/03;CV=5;38;0.14519750088901706
03/03;CV=5;39;-0.013123562359575569
03/03;CV=5;40;0.06616665543537381
03/03;CV=5;41;0.03349413590239747
03/03;CV=5;42;0.14181719512125024
03/03;CV=5;43;0.02722821810237208
03/03;CV=5;44;0.24721225845462746
03/03;CV=5;45;0.06864686164603961
03/03;CV=5;46;-0.002869492494220083
03/03;CV=5;47;0.18453948952748211
03/03;CV=5;48;0.05827015310765682
03/03;CV=5;49;0.10759648465673555
03/03;CV=5;50;-0.008589975126570781
03/03;CV=5;51;0.09170634379217646
03/03;CV=5;52;0.07272743528330616
03/03;CV=5;53;0.18236879590967703
03/03;CV=5;54;0.13547074095644407
03/03;CV=5;55;0.11011230174527409
03/03;CV=5;56;0.04090716829475394
03/03;CV=5;57;0.09020440020017595
03/03;CV=5;58;-0.050262872949765613
03/03;CV=5;59;0.07411440925487278
03/03;CV=5;60;0.13071214591357128
03/03;CV=5;61;-0.01888082276602998
03/03;CV=5;62;-0.09363066108270734
03/03;CV=5;63;-0.19390007722903224
03/03;CV=5;64;0.0299998780286026
03/03;CV=5;65;-0.07956033161299203
03/03;CV=5;66;0.11192058879732991
03/03;CV=5;67;0.10949291532855798
03/03;CV=5;68;0.09328614037749894
03/03;CV=5;69;0.24942712461175454
03/03;CV=5;70;0.11700737862180444
03/03;CV=5;71;-0.05327984266205221
03/03;CV=5;72;0.14942111672102687
03/03;CV=5;73;0.1244028264600221
03/03;CV=5;74;-0.13014898735775304
03/03;CV=5;75;0.042307085610572726
03/03;CV=5;76;0.005125080061592402
03/03;CV=5;77;0.06333002404965238
03/03;CV=5;78;0.08663833876903038
03/03;CV=5;79;0.027101534195239307
03/03;CV=5;80;0.15186170730581638
03/03;CV=5;81;0.022561803845763895
03/03;CV=5;82;0.06458469052442295
03/03;CV=5;83;-0.14959928101411446
03/03;CV=5;84;-0.20646076393715895
03/03;CV=5;85;0.03997664677308144
03/03;CV=5;86;0.11826329483771725
03/03;CV=5;87;-0.11083379685783146
03/03;CV=5;88;0.10889221662595583
03/03;CV=5;89;0.11144523771475368
03/03;CV=5;90;0.047296408760824415
03/03;CV=5;91;-0.2279096909628422
03/03;CV=5;92;2.874783906559042e-05
03/03;CV=5;93;0.2527360473850071
03/03;CV=5;94;0.26762037580568565
03/03;CV=5;95;0.06235338312947858
03/03;CV=5;96;0.14298381678854943
03/03;CV=5;97;-0.02762706277725413
03/03;CV=5;98;0.046470791346355345
03/03;CV=5;99;-0.031221068353747716
03/03;CV=5;100;0.06776907429021783
