n_componentes;rmse_cv_bloco;r2_cv_bloco
1;2.4162986912977464;-0.01497176990094573
2;2.3730593681236662;0.021028762196309336
3;2.5560009194550073;-0.13572905713682015
4;2.5829063605875917;-0.15976513624026767
5;2.3570984729152427;0.034153347954239965
6;2.2121391343239027;0.14929770713470292
