n_componentes;rmse_cv_bloco;r2_cv_bloco
1;2.545506080165544;0.06011401885795098
2;2.502014737142054;0.09195656833154009
3;2.7209327660075453;-0.07389671911607687
4;2.791321156122017;-0.13017711478480987
5;3.2926463551064504;-0.5725956520804598
6;3.25223529079702;-0.5342312017196276
