n_componentes;rmse_cv_bloco;r2_cv_bloco
1;1.662147750500447;0.4690574475760141
2;1.695209314571678;0.44772556381860595
3;1.8047048067689837;0.37407740244811205
4;2.0615470502932536;0.18323939324826033
5;2.0401601388880444;0.20009797379537453
6;2.0886241947574105;0.16164320223682838
