n_componentes;rmse_cv_bloco;r2_cv_bloco
1;2.4857967772756586;0.09422437068522627
2;2.3011113471370037;0.22381604993572723
3;2.14356150429248;0.32646326355456556
4;2.3518992316257266;0.18917559769360648
5;2.4335455507368287;0.13190281169118312
6;2.9362433781493436;-0.2637858569997864
