n_componentes;rmse_cv_bloco;r2_cv_bloco
1;1.9832184439531286;0.13428873133091201
2;1.9772545219492796;0.13948762545932825
3;1.9607461389504495;0.1537967243769196
4;2.2156971640439482;-0.08056965870509081
5;2.0738678119101825;0.053339824787836276
6;1.9287544928128157;0.18118485553154795
