seed;fold;n_treino;n_teste;accuracy;f1;kappa;auc_roc
42;1;144;48;0.6666666666666666;0.68;0.33333333333333337;0.7274305555555556
42;2;144;48;0.5625;0.5714285714285714;0.125;0.6753472222222222
42;3;144;48;0.5833333333333334;0.5652173913043478;0.16666666666666663;0.65625
42;4;144;48;0.4791666666666667;0.5098039215686274;-0.04166666666666674;0.59375
43;1;144;48;0.5208333333333334;0.5490196078431373;0.04166666666666663;0.6527777777777778
43;2;144;48;0.6666666666666666;0.6363636363636364;0.33333333333333337;0.71875
43;3;144;48;0.5416666666666666;0.47619047619047616;0.08333333333333337;0.6614583333333333
43;4;144;48;0.6666666666666666;0.6363636363636364;0.33333333333333337;0.654513888888889
44;1;144;48;0.6875;0.6938775510204082;0.375;0.7326388888888888
44;2;144;48;0.5416666666666666;0.5925925925925926;0.08333333333333337;0.6163194444444445
44;3;144;48;0.6458333333333334;0.6666666666666666;0.29166666666666663;0.7204861111111112
44;4;144;48;0.6666666666666666;0.6190476190476191;0.33333333333333337;0.7100694444444444
45;1;144;48;0.6666666666666666;0.6521739130434783;0.33333333333333337;0.7361111111111112
45;2;144;48;0.5208333333333334;0.4888888888888889;0.04166666666666663;0.6041666666666667
45;3;144;48;0.5208333333333334;0.5106382978723404;0.04166666666666663;0.5381944444444444
45;4;144;48;0.7083333333333334;0.7083333333333334;0.41666666666666663;0.795138888888889
46;1;144;48;0.5208333333333334;0.5106382978723404;0.04166666666666663;0.6440972222222222
46;2;144;48;0.5625;0.6037735849056604;0.125;0.6440972222222222
46;3;144;48;0.625;0.6538461538461539;0.25;0.7152777777777777
46;4;144;48;0.6041666666666666;0.5957446808510638;0.20833333333333337;0.717013888888889
