posicao;banda_nm;importancia_permutacao_media;importancia_permutacao_dp;importancia_gini
1;1958;0.0;0.0;0.0995486199876092
2;1918;0.0;0.0;0.09645428985506
3;1948;0.0;0.0;0.0901335066031251
4;1938;0.0;0.0;0.07705301170013
5;1908;0.0;0.0;0.0426173284450796
6;1968;0.0;0.0;0.0403843696320754
7;415;0.0;0.0;0.039496187056796
8;1528;0.0;0.0;0.0374403111903176
9;1988;0.0;0.0;0.0335346549997322
10;445;0.0;0.0;0.0316334738553853
11;405;0.0;0.0;0.0305324070383493
12;1538;0.0;0.0;0.0274496544391281
13;425;0.0;0.0;0.0223938061530226
14;2008;0.0;0.0;0.0216710175856208
15;2028;0.0;0.0;0.0209590342128911
16;1898;0.0;0.0;0.0191530488816283
17;2447;0.0;0.0;0.0182565492321589
18;435;0.0;0.0;0.0176394245485154
19;1998;0.0;0.0;0.0172007053151012
20;1498;0.0;0.0;0.0148685405196561
21;1448;0.0;0.0;0.014035352555117
22;1928;0.0;0.0;0.0137186085324832
23;2018;0.0;0.0;0.0130221864237437
24;1508;0.0;0.0;0.0122438175663604
25;1518;0.0;0.0;0.0120966051492367
26;1978;0.0;0.0;0.0109661554416545
27;2438;0.0;0.0;0.0092738548112561
28;1361;0.0;0.0;0.0088298814287925
29;1548;0.0;0.0;0.0087501581277672
30;1458;0.0;0.0;0.0064444444444444
31;2408;0.0;0.0;0.0064274322169059
32;505;0.0;0.0;0.0058568316215375
33;465;0.0;0.0;0.0054381170282708
34;2378;0.0;0.0;0.0053179175118323
35;1468;0.0;0.0;0.0053113553113553
36;2428;0.0;0.0;0.0052697708795269
37;1568;0.0;0.0;0.0049345434249799
38;1868;0.0;0.0;0.0039164553752535
39;1379;0.0;0.0;0.002784550419894
40;1838;0.0;0.0;0.0026882550753518
41;1418;0.0;0.0;0.0025897915845476
42;2258;0.0;0.0;0.0023813153310104
43;535;0.0;0.0;0.0023361778200487
44;575;0.0;0.0;0.0023040853364939
45;2288;0.0;0.0;0.0022634836427939
46;711;0.0;0.0;0.0021880341880341
47;1818;0.0;0.0;0.001759050145257
48;1718;0.0;0.0;0.0016814449917898
49;485;0.0;0.0;0.0015133004926108
50;2298;0.0;0.0;0.0014736105645196
51;1371;0.0;0.0;0.0014168247944339
52;555;0.0;0.0;0.0013968253968253
53;2278;0.0;0.0;0.0013757277205553
54;1588;0.0;0.0;0.0013675213675213
55;585;0.0;0.0;0.0012591414944356
56;981;0.0;0.0;0.0012549019607843
57;1808;0.0;0.0;0.0011941487706193
58;1478;0.0;0.0;0.0011741124511635
59;2048;0.0;0.0;0.0011683569979716
60;2198;0.0;0.0;0.0009235209235209
61;2308;0.0;0.0;0.0009181868285034
62;761;0.0;0.0;0.0008937299259879
63;891;0.0;0.0;0.0008888888888888
64;655;0.0;0.0;0.0008888888888888
65;2158;0.0;0.0;0.0008598140211043
66;2058;0.0;0.0;0.0008341479309221
67;1738;0.0;0.0;0.0007529411764705
68;2248;0.0;0.0;0.0007501831501831
69;1488;0.0;0.0;0.0006076002629848
70;1848;0.0;0.0;0.0006072106261859
71;941;0.0;0.0;0.0005213424568263
72;741;0.0;0.0;0.0005044334975369
73;1778;0.0;0.0;0.0004761904761904
74;1351;0.0;0.0;0.0004729064039408
75;565;0.0;0.0;0.0003924963924963
76;791;0.0;0.0;0.0003174603174603
77;1888;0.0;0.0;0.0002712008051273
78;721;0.0;0.0;0.0001379310344827
79;2228;0.0;0.0;0.0001368363437328
80;1668;0.0;0.0;0.0
81;1618;0.0;0.0;0.0
82;1628;0.0;0.0;0.0
83;1638;0.0;0.0;0.0
84;1648;0.0;0.0;0.0
85;1658;0.0;0.0;0.0
86;1708;0.0;0.0;0.0
87;1678;0.0;0.0;0.0
88;1688;0.0;0.0;0.0
