amostras;bandas_nm;componentes;r2_ajuste;rmse_ajuste;r2_cv_bloco;rmse_cv_bloco
144;400, 531, 570, 739;4;0.3715047254551964;2.128441275103083;0.3218227102571062;2.210967125028535
