bloco;genotipo;condicao;data;chl_total;predito_cv;residuo_cv
B2;EMB48;IRRIG;24/02;38.1;39.876628669382825;-1.7766286693828235
B3;EMB48;IRRIG;24/02;40.25;39.48586884704138;0.764131152958619
B4;EMB48;IRRIG;24/02;40.98333333333333;39.28757065694486;1.695762676388469
B1;EMB48;NIRRIG;24/02;36.28333333333333;37.2453346836587;-0.9620013503253659
B2;EMB48;NIRRIG;24/02;40.739999999999995;40.10978741323538;0.630212586764614
B3;EMB48;NIRRIG;24/02;41.839999999999996;39.710940680330225;2.1290593196697714
B4;EMB48;NIRRIG;24/02;38.62;40.12904801467494;-1.5090480146749456
B1;CD202;IRRIG;24/02;40.51666666666667;37.931215896090684;2.5854507705759886
B2;CD202;IRRIG;24/02;38.85;39.67122918047438;-0.8212291804743757
B3;CD202;IRRIG;24/02;36.85;38.25207329009817;-1.4020732900981656
B4;CD202;IRRIG;24/02;39.38;39.65806709750822;-0.27806709750822023
B1;CD202;NIRRIG;24/02;37.18333333333334;38.61134810825164;-1.428014774918303
B2;CD202;NIRRIG;24/02;39.216666666666676;39.69423609807819;-0.4775694314115171
B3;CD202;NIRRIG;24/02;39.519999999999996;37.768051806040354;1.7519481939596417
B4;CD202;NIRRIG;24/02;38.516666666666666;38.75824636928893;-0.2415797026222677
B1;BR16;IRRIG;26/02;42.699999999999996;40.84189827863321;1.8581017213667863
B2;BR16;IRRIG;26/02;38.92;40.94792577793553;-2.027925777935529
B3;BR16;IRRIG;26/02;45.699999999999996;41.15403007020609;4.545969929793905
B4;BR16;IRRIG;26/02;42.88333333333333;39.892041833588834;2.9912914997444986
B1;BR16;NIRRIG;26/02;44.36;40.6213470574272;3.7386529425727986
B2;BR16;NIRRIG;26/02;42.0;41.5085304134317;0.4914695865683001
B3;BR16;NIRRIG;26/02;39.26666666666667;39.64123057001568;-0.37456390334900647
B4;BR16;NIRRIG;26/02;41.519999999999996;39.141985109099906;2.37801489090009
B1;EMB48;IRRIG;26/02;40.43333333333334;40.365464137229516;0.06786919610382114
B2;EMB48;IRRIG;26/02;36.11666666666667;39.3217752492243;-3.205108582557635
B3;EMB48;IRRIG;26/02;37.333333333333336;37.92610341430826;-0.5927700809749226
B4;EMB48;IRRIG;26/02;38.1;36.155914170530416;1.9440858294695857
B1;EMB48;NIRRIG;26/02;39.833333333333336;37.65376811057594;2.1795652227573967
B2;EMB48;NIRRIG;26/02;40.36666666666667;39.421596875145354;0.9450697915213127
B3;EMB48;NIRRIG;26/02;37.733333333333334;37.45336188697471;0.2799714463586227
B4;EMB48;NIRRIG;26/02;38.083333333333336;38.405205441830944;-0.32187210849760817
B1;CD202;IRRIG;26/02;38.916666666666664;38.105593103243805;0.811073563422859
B2;CD202;IRRIG;26/02;38.86666666666667;39.17635586690238;-0.30968920023570945
B3;CD202;IRRIG;26/02;36.800000000000004;37.36750571026474;-0.567505710264733
B4;CD202;IRRIG;26/02;38.36666666666667;40.00270251750254;-1.6360358508358743
B1;CD202;NIRRIG;26/02;38.0;38.99818246511401;-0.998182465114013
B2;CD202;NIRRIG;26/02;37.5;39.966804014045906;-2.4668040140459055
B3;CD202;NIRRIG;26/02;38.239999999999995;38.325059631418966;-0.08505963141897155
B4;CD202;NIRRIG;26/02;38.879999999999995;38.87192096175032;0.008079038249675818
B1;BR16;IRRIG;27/02;43.083333333333336;42.59702908224759;0.48630425108574826
B2;BR16;IRRIG;27/02;40.949999999999996;41.4971480427852;-0.5471480427852029
B3;BR16;IRRIG;27/02;44.6;40.37966832189761;4.22033167810239
B4;BR16;IRRIG;27/02;43.98;40.15536473531282;3.824635264687174
B1;BR16;NIRRIG;27/02;43.81666666666667;41.06171518720441;2.7549514794622567
B2;BR16;NIRRIG;27/02;42.84;42.29556492568077;0.5444350743192317
B3;BR16;NIRRIG;27/02;40.78333333333334;39.513767273971474;1.269566059361864
B4;BR16;NIRRIG;27/02;42.06666666666666;41.64352236291487;0.4231443037517906
B1;EMB48;IRRIG;27/02;40.92;39.79891685056753;1.1210831494324722
B2;EMB48;IRRIG;27/02;37.68333333333333;38.91264614665367;-1.229312813320341
B3;EMB48;IRRIG;27/02;38.85;38.57953636594744;0.270463634052561
B4;EMB48;IRRIG;27/02;39.839999999999996;37.51712931128868;2.322870688711319
B1;EMB48;NIRRIG;27/02;40.01666666666667;38.1851230796923;1.8315435869743695
B2;EMB48;NIRRIG;27/02;40.7;40.52525235310222;0.1747476468977851
B3;EMB48;NIRRIG;27/02;38.483333333333334;39.676383888953175;-1.1930505556198412
B4;EMB48;NIRRIG;27/02;39.583333333333336;37.951283447555525;1.6320498857778105
B1;CD202;IRRIG;27/02;38.68333333333333;40.012934857694454;-1.3296015243611237
B2;CD202;IRRIG;27/02;40.86666666666667;39.15090526250529;1.715761404161377
B3;CD202;IRRIG;27/02;36.800000000000004;38.246630293322205;-1.446630293322201
B4;CD202;IRRIG;27/02;38.61666666666666;40.91467463291582;-2.298007966249159
B1;CD202;NIRRIG;27/02;37.61666666666667;40.0345113465291;-2.4178446798624336
B2;CD202;NIRRIG;27/02;38.46666666666667;40.91693210605856;-2.4502654393918917
B3;CD202;NIRRIG;27/02;38.5;40.068073813346224;-1.5680738133462242
B4;CD202;NIRRIG;27/02;39.18333333333333;40.986688552315684;-1.8033552189823538
B1;BR16;IRRIG;02/03;42.800000000000004;43.83680492232004;-1.0368049223200373
B2;BR16;IRRIG;02/03;38.166666666666664;41.447814760639794;-3.2811480939731297
B3;BR16;IRRIG;02/03;43.400000000000006;41.587208307418365;1.8127916925816407
B4;BR16;IRRIG;02/03;41.7;41.04518434903213;0.6548156509678762
B1;BR16;NIRRIG;02/03;44.550000000000004;42.67182710606651;1.8781728939334954
B2;BR16;NIRRIG;02/03;45.21666666666667;44.506040367537615;0.7106262991290535
B3;BR16;NIRRIG;02/03;44.599999999999994;44.624018431235086;-0.024018431235091953
B4;BR16;NIRRIG;02/03;46.76666666666667;43.45223920840496;3.3144274582617115
B1;EMB48;IRRIG;02/03;40.11666666666667;41.208101563860076;-1.091434897193409
B2;EMB48;IRRIG;02/03;39.96;41.70692882965056;-1.7469288296505567
B3;EMB48;IRRIG;02/03;38.99999999999999;41.75394007246128;-2.7539400724612904
B4;EMB48;IRRIG;02/03;37.03333333333333;41.37101412872111;-4.337680795387776
B1;EMB48;NIRRIG;02/03;39.72;40.203562319719225;-0.48356231971922625
B2;EMB48;NIRRIG;02/03;41.53333333333333;40.547533570777524;0.985799762555807
B3;EMB48;NIRRIG;02/03;39.699999999999996;41.307044098997096;-1.6070440989971004
B4;EMB48;NIRRIG;02/03;41.55;40.81975431404459;0.7302456859554098
B1;CD202;IRRIG;02/03;39.03333333333333;43.7755599343248;-4.742226600991465
B2;CD202;IRRIG;02/03;37.54;40.37012101585667;-2.830121015856669
B3;CD202;IRRIG;02/03;39.96666666666667;40.84935376650144;-0.8826870998347687
B4;CD202;IRRIG;02/03;40.71666666666667;41.86944616030192;-1.1527794936352507
B1;CD202;NIRRIG;02/03;39.36666666666667;40.018804495518346;-0.6521378288516786
B2;CD202;NIRRIG;02/03;36.65;40.94952185980512;-4.299521859805118
B3;CD202;NIRRIG;02/03;38.616666666666674;40.35877499756367;-1.742108330896997
B4;CD202;NIRRIG;02/03;39.71666666666667;40.85153015027209;-1.1348634836054217
B1;BR16;IRRIG;03/03;44.9;42.06623497946982;2.83376502053018
B2;BR16;IRRIG;03/03;42.083333333333336;40.341118200792316;1.7422151325410198
B3;BR16;IRRIG;03/03;44.64;42.84000141606272;1.7999985839372812
B4;BR16;IRRIG;03/03;44.96;41.104514038305325;3.8554859616946757
B1;BR16;NIRRIG;03/03;46.58;41.89648238754091;4.683517612459092
B2;BR16;NIRRIG;03/03;46.86666666666667;42.41004181134445;4.456624855322218
B3;BR16;NIRRIG;03/03;43.580000000000005;44.27839745905202;-0.6983974590520177
B4;BR16;NIRRIG;03/03;46.28;42.96532941122568;3.3146705887743195
B1;EMB48;IRRIG;03/03;43.08;41.4695209000633;1.610479099936697
B2;EMB48;IRRIG;03/03;41.050000000000004;40.53676346772655;0.5132365322734529
B3;EMB48;IRRIG;03/03;40.949999999999996;40.87268387400851;0.07731612599148718
B4;EMB48;IRRIG;03/03;40.9;41.67442322850798;-0.7744232285079846
B1;EMB48;NIRRIG;03/03;42.059999999999995;39.45768877981176;2.602311220188234
B2;EMB48;NIRRIG;03/03;43.23333333333334;40.65800422387695;2.5753291094563906
B3;EMB48;NIRRIG;03/03;40.13333333333333;41.70602787046745;-1.5726945371341188
B4;EMB48;NIRRIG;03/03;43.279999999999994;39.38331639116925;3.8966836088307417
B1;CD202;IRRIG;03/03;41.666666666666664;42.06889305876422;-0.4022263920975533
B2;CD202;IRRIG;03/03;38.050000000000004;39.86581580690185;-1.8158158069018455
B3;CD202;IRRIG;03/03;39.06666666666667;41.23090830626741;-2.164241639600739
B4;CD202;IRRIG;03/03;42.339999999999996;41.512154107248676;0.8278458927513199
B1;CD202;NIRRIG;03/03;42.28;40.37161617634505;1.908383823654951
B2;CD202;NIRRIG;03/03;37.35;39.13357479495594;-1.783574794955939
B3;CD202;NIRRIG;03/03;38.78;40.4072369438298;-1.6272369438298
B4;CD202;NIRRIG;03/03;38.94;38.52340512690218;0.4165948730978144
