fold;classe_real_nirrig;classe_predita_nirrig;score_plsda
1;0;0;0.18048911759337755
1;0;0;0.16769278403414495
1;1;1;0.9293622753951081
1;1;1;0.9490376465914695
1;0;0;0.282765879967013
1;1;1;0.7361291671834902
1;1;1;0.5416533825026921
1;1;1;0.5396983491774352
1;0;1;0.6720572727024012
1;0;1;0.6593808871457554
1;0;1;0.6274468049721623
1;1;1;0.6544827005107199
1;1;1;0.6728078532283357
1;1;1;0.6779878442854449
1;0;0;0.15145847698029336
1;0;1;0.5108691091399822
2;0;1;0.6917073081109593
2;0;1;0.7065329283389156
2;0;0;-0.0461155317937727
2;0;0;-0.030456750918674835
2;1;1;1.0963516746127364
2;0;0;0.3542908022943204
2;0;0;0.3581125557219985
2;1;1;0.733101614284365
2;1;1;0.7342113718237777
2;1;1;0.5375048728479186
2;0;0;0.2261235560188628
2;0;1;0.5077728467239865
2;1;0;0.04512909335929116
2;1;0;0.056273451092845206
2;1;1;0.6812269461824935
2;1;1;0.6863318339714164
3;0;1;0.557330698544159
3;0;0;0.21043506845279863
3;1;1;1.0534294374047346
3;1;0;0.45733006955021843
3;0;0;0.3313820127096564
3;1;0;0.43610899792182634
3;1;1;0.5957886978585123
3;0;0;0.478747377663506
3;0;1;0.5005524422291913
3;0;0;0.49365625605864344
3;1;1;0.6240283623011788
3;1;1;0.76091200702611
3;1;1;0.7524885609377464
3;0;0;0.21480485039101055
3;0;1;0.6158640525839874
3;1;0;0.053491876390315496
4;0;0;0.29586221267145485
4;0;1;0.6277497749429718
4;0;0;0.08338034343393808
4;0;0;0.08690598777738279
4;1;0;0.3729189393034934
4;1;1;0.7033138438689162
4;1;1;0.7019400542785067
4;1;1;0.6244687043853403
4;0;0;0.4941257099774271
4;0;0;0.4635784000969866
4;1;1;0.5290645114640774
4;0;0;0.254141003184509
4;0;0;0.44479035715639237
4;1;0;0.12957385748414008
4;1;1;0.7256387442414955
4;1;1;0.7264034771645844
