amostras;bandas_nm;componentes;r2_ajuste;rmse_ajuste;r2_cv_bloco;rmse_cv_bloco
144;400, 531, 570, 739, 1580;5;0.37445679119815345;2.1234367075034752;0.3211528921647375;2.2120587129598333
