seed;fold;n_treino;n_teste;accuracy;f1;kappa;auc_roc
42;1;147;49;0.9183673469387755;0.9166666666666666;0.8366666666666667;0.9833333333333333
42;2;147;49;0.7755102040816326;0.7555555555555555;0.5497076023391813;0.8933333333333333
42;3;147;49;0.8775510204081632;0.8846153846153846;0.7558139534883721;0.9583333333333334
42;4;147;49;0.8979591836734694;0.8979591836734694;0.7960033305578684;0.9833333333333334
43;1;147;49;0.9387755102040817;0.9387755102040817;0.8776019983347211;0.9683333333333333
43;2;147;49;0.9591836734693877;0.9565217391304348;0.9181969949916527;0.9966666666666666
43;3;147;49;0.8571428571428571;0.8679245283018868;0.7153526970954357;0.8683333333333333
43;4;147;49;0.7959183673469388;0.8;0.5923460898502496;0.9116666666666666
44;1;147;49;0.8979591836734694;0.9056603773584906;0.7966804979253113;0.9733333333333334
44;2;147;49;0.8571428571428571;0.8571428571428571;0.7144046627810159;0.9666666666666667
44;3;147;49;0.8367346938775511;0.8181818181818182;0.6722408026755853;0.9483333333333334
44;4;147;49;0.8979591836734694;0.8979591836734694;0.7960033305578684;0.97
45;1;147;49;0.9183673469387755;0.9230769230769231;0.8372093023255814;0.9816666666666667
45;2;147;49;0.8775510204081632;0.8846153846153846;0.7558139534883721;0.9650000000000001
45;3;147;49;0.8367346938775511;0.8181818181818182;0.6722408026755853;0.9566666666666667
45;4;147;49;0.8775510204081632;0.88;0.7554076539101497;0.94
46;1;147;49;0.9183673469387755;0.9166666666666666;0.8366666666666667;0.98
46;2;147;49;0.8571428571428571;0.8627450980392157;0.714879467996675;0.9750000000000001
46;3;147;49;0.8163265306122449;0.8085106382978723;0.6321934945788157;0.925
46;4;147;49;0.8367346938775511;0.84;0.6738768718801997;0.9666666666666668
