posicao;banda_nm;importancia_permutacao_media;importancia_permutacao_dp;importancia_gini;p_valor;q_fdr;epsilon2;delta_cliff;significativa;abs_delta_cliff
1;1458;0.0;0.0;0.05;6.211923275036763e-12;1.5350186309759518e-11;0.7461538461538462;1.0;True;1.0
2;821;0.0;0.0;0.04;6.211923275036763e-12;1.5350186309759518e-11;0.7461538461538462;-1.0;True;1.0
3;1121;0.0;0.0;0.04;6.211923275036763e-12;1.5350186309759518e-11;0.7461538461538462;-1.0;True;1.0
4;515;0.0;0.0;0.03;6.211923275036763e-12;1.5350186309759518e-11;0.7461538461538462;-1.0;True;1.0
5;605;0.0;0.0;0.03;6.211923275036763e-12;1.5350186309759518e-11;0.7461538461538462;-1.0;True;1.0
6;685;0.0;0.0;0.03;6.211923275036763e-12;1.5350186309759518e-11;0.7461538461538462;-1.0;True;1.0
7;695;0.0;0.0;0.03;6.211923275036763e-12;1.5350186309759518e-11;0.7461538461538462;-1.0;True;1.0
8;851;0.0;0.0;0.03;6.211923275036763e-12;1.5350186309759518e-11;0.7461538461538462;-1.0;True;1.0
9;951;0.0;0.0;0.03;6.211923275036763e-12;1.5350186309759518e-11;0.7461538461538462;-1.0;True;1.0
10;971;0.0;0.0;0.03;6.211923275036763e-12;1.5350186309759518e-11;0.7461538461538462;-1.0;True;1.0
