genotipo;n_dobras;amostras;accuracy_media;accuracy_desvio;precision_media;precision_desvio;recall_media;recall_desvio;f1_score_media;f1_score_desvio;kappa_media;kappa_desvio;auc_roc_media;auc_roc_desvio
EMB48;5;448;0.8501001048981827;0.019597722372755578;0.8287454900337139;0.07880500812749339;0.8670954045954048;0.04425760465868188;0.8454589601960529;0.04509951152441223;0.6903692826659086;0.04349395918521321;0.9377786765180833;0.011614789208675034
