banda_nm;importancia_gini_media;importancia_gini_dp
1938;0.23945868818233276;0.016870508514188743
1939;0.23846814681160144;0.010592615318096387
1943;0.20278491707777105;0.02471004666712439
1948;0.16887751622880076;0.013862814905374651
1933;0.15041073169949398;0.023167953155616913
