fold;classe_real_nirrig;classe_predita_nirrig;score_plsda
1;1;1;0.7688008933451
1;1;1;0.7934273266045426
1;1;1;0.7547324884614829
1;0;0;-0.1855112881438825
1;0;0;-0.20451595034633907
1;0;0;0.3360185863332087
1;1;1;0.6451387847305903
1;1;1;0.6240383381081063
1;0;0;0.08825558190505528
1;0;0;0.06722810649299249
1;0;0;0.043933777600786206
1;1;1;0.9211616808249182
1;1;1;0.80630841841406
1;1;1;0.8128919897741017
1;0;0;-0.3151683553804179
1;0;0;-0.1334294747118917
2;0;0;0.16975103396547148
2;0;1;0.5847376386005501
2;0;1;0.5840242716259098
2;1;1;0.9819077803809473
2;1;1;1.314765091167518
2;0;0;0.035527757308623176
2;0;1;0.6143016631641018
2;0;1;0.5923581547436844
2;1;1;0.873386144630905
2;1;1;0.7584525190762897
2;0;0;-0.11524119366251351
2;0;0;0.016792759769683585
2;1;1;0.7867893730952763
2;1;1;0.8387647428274974
2;1;1;0.8637959169726014
2;1;1;0.9587414421683559
3;0;0;0.2764293112177365
3;1;1;0.8320726575975014
3;1;1;0.8118198747012776
3;0;0;-0.21953295657439886
3;0;0;0.315714559229777
3;1;1;0.7326629338778874
3;1;1;0.6919796817308267
3;0;0;0.2778825321182957
3;0;0;0.21783465137183178
3;0;0;0.22401344553072217
3;1;1;0.9711727551053737
3;1;1;0.8108353129076268
3;1;1;0.8104767145342405
3;0;0;-0.24564045827495862
3;0;0;-0.05043858431410664
3;1;1;0.8586284859209232
4;0;0;0.33625620206297263
4;0;0;0.3064607253149197
4;0;1;0.8910506097021865
4;0;1;0.8754210758184082
4;1;1;0.7727560209533619
4;1;1;0.7505135367572235
4;1;1;0.7634140001890548
4;1;1;0.7574333972117673
4;0;0;0.14835735511499093
4;0;0;0.26973743314430754
4;1;1;0.994031026702104
4;0;0;-0.21618823395446807
4;0;0;0.052772976190560095
4;1;1;0.8992115072408216
4;1;1;0.9511578599502558
4;1;1;0.9316523661429216
