modelo;modo;genotipo;fold;accuracy;precision;recall;f1_score;kappa;auc_roc
svm;agrupado;todos;1;0.8987012987012987;0.8591549295774648;0.953125;0.9037037037037037;0.7974586216664643;0.9364205526770294
svm;agrupado;todos;2;0.8883116883116883;0.8634146341463415;0.921875;0.8916876574307305;0.7766610455311973;0.9329663212435233
svm;agrupado;todos;3;0.8753246753246753;0.8461538461538461;0.9166666666666666;0.88;0.7507014893157781;0.9383905440414507
svm;agrupado;todos;4;0.9090909090909091;0.8905472636815921;0.9322916666666666;0.910941475826972;0.8182026686094359;0.9511280224525043
svm;agrupado;todos;5;0.8463541666666666;0.821256038647343;0.8854166666666666;0.8521303258145363;0.6927083333333333;0.9007161458333334
