modelo;modo;genotipo;accuracy_media;accuracy_desvio;precision_media;precision_desvio;recall_media;recall_desvio;f1_score_media;f1_score_desvio;kappa_media;kappa_desvio;auc_roc_media;auc_roc_desvio
svm;agrupado;todos;0.8835565476190477;0.024268082609276976;0.8561053424413174;0.02531046186330689;0.921875;0.024705294220065493;0.8876926325551885;0.023112105015015177;0.7671464316912417;0.0485478183926379;0.9319243172495681;0.018747308146324682
