modelo;modo;genotipo;fold;classe;precision;recall;f1-score;support
svm;por_genotipo;BR16;1;IRRIG;0.8676470588235294;0.8939393939393939;0.8805970149253731;66.0
svm;por_genotipo;BR16;1;NIRRIG;0.8870967741935484;0.859375;0.873015873015873;64.0
svm;por_genotipo;BR16;1;accuracy;0.8769230769230769;0.8769230769230769;0.8769230769230769;0.8769230769230769
svm;por_genotipo;BR16;1;macro avg;0.877371916508539;0.876657196969697;0.8768064439706231;130.0
svm;por_genotipo;BR16;1;weighted avg;0.8772223033133848;0.8769230769230769;0.87686476044685;130.0
svm;por_genotipo;BR16;2;IRRIG;0.9122807017543859;0.8125;0.859504132231405;64.0
svm;por_genotipo;BR16;2;NIRRIG;0.8309859154929577;0.921875;0.8740740740740741;64.0
svm;por_genotipo;BR16;2;accuracy;0.8671875;0.8671875;0.8671875;0.8671875
svm;por_genotipo;BR16;2;macro avg;0.8716333086236718;0.8671875;0.8667891031527395;128.0
svm;por_genotipo;BR16;2;weighted avg;0.8716333086236718;0.8671875;0.8667891031527395;128.0
svm;por_genotipo;BR16;3;IRRIG;0.9016393442622951;0.859375;0.88;64.0
svm;por_genotipo;BR16;3;NIRRIG;0.8656716417910447;0.90625;0.8854961832061069;64.0
svm;por_genotipo;BR16;3;accuracy;0.8828125;0.8828125;0.8828125;0.8828125
svm;por_genotipo;BR16;3;macro avg;0.8836554930266699;0.8828125;0.8827480916030535;128.0
svm;por_genotipo;BR16;3;weighted avg;0.8836554930266699;0.8828125;0.8827480916030535;128.0
svm;por_genotipo;BR16;4;IRRIG;0.8769230769230769;0.9047619047619048;0.890625;63.0
svm;por_genotipo;BR16;4;NIRRIG;0.9032258064516129;0.875;0.8888888888888888;64.0
svm;por_genotipo;BR16;4;accuracy;0.889763779527559;0.889763779527559;0.889763779527559;0.889763779527559
svm;por_genotipo;BR16;4;macro avg;0.890074441687345;0.8898809523809523;0.8897569444444444;127.0
svm;por_genotipo;BR16;4;weighted avg;0.8901779957406069;0.889763779527559;0.8897501093613298;127.0
svm;por_genotipo;BR16;5;IRRIG;0.8666666666666667;0.8253968253968254;0.8455284552845529;63.0
svm;por_genotipo;BR16;5;NIRRIG;0.835820895522388;0.875;0.8549618320610687;64.0
svm;por_genotipo;BR16;5;accuracy;0.8503937007874016;0.8503937007874016;0.8503937007874016;0.8503937007874016
svm;por_genotipo;BR16;5;macro avg;0.8512437810945274;0.8501984126984127;0.8502451436728108;127.0
svm;por_genotipo;BR16;5;weighted avg;0.8511223410506523;0.8503937007874016;0.8502822829514585;127.0
