modelo;modo;genotipo;fold;fpr;tpr;threshold
pls_da;agrupado;todos;1;0.0;0.0;inf
pls_da;agrupado;todos;1;0.0;0.007407407407407408;0.7561090255166921
pls_da;agrupado;todos;1;0.0;0.2740740740740741;0.5934913234023339
pls_da;agrupado;todos;1;0.014814814814814815;0.2740740740740741;0.592181399475359
pls_da;agrupado;todos;1;0.014814814814814815;0.3111111111111111;0.5856636529263062
pls_da;agrupado;todos;1;0.022222222222222223;0.3111111111111111;0.5855024530342514
pls_da;agrupado;todos;1;0.022222222222222223;0.362962962962963;0.5761037916389633
pls_da;agrupado;todos;1;0.02962962962962963;0.362962962962963;0.574980247027114
pls_da;agrupado;todos;1;0.02962962962962963;0.37777777777777777;0.5734683331740047
pls_da;agrupado;todos;1;0.037037037037037035;0.37777777777777777;0.5730911591449546
pls_da;agrupado;todos;1;0.037037037037037035;0.4074074074074074;0.5719633130140765
pls_da;agrupado;todos;1;0.05185185185185185;0.4074074074074074;0.5717921550905029
pls_da;agrupado;todos;1;0.05185185185185185;0.562962962962963;0.5536768144274131
pls_da;agrupado;todos;1;0.05925925925925926;0.562962962962963;0.549653720218229
pls_da;agrupado;todos;1;0.05925925925925926;0.6444444444444445;0.5341616994487138
pls_da;agrupado;todos;1;0.06666666666666667;0.6444444444444445;0.5339741745012363
pls_da;agrupado;todos;1;0.06666666666666667;0.6592592592592592;0.5334892531760372
pls_da;agrupado;todos;1;0.07407407407407407;0.6592592592592592;0.5334789189018697
pls_da;agrupado;todos;1;0.07407407407407407;0.725925925925926;0.5282401191842114
pls_da;agrupado;todos;1;0.08148148148148149;0.725925925925926;0.5270287190989245
pls_da;agrupado;todos;1;0.08148148148148149;0.7333333333333333;0.5258442547147574
pls_da;agrupado;todos;1;0.0962962962962963;0.7333333333333333;0.523879689753335
pls_da;agrupado;todos;1;0.0962962962962963;0.7703703703703704;0.5200083513094089
pls_da;agrupado;todos;1;0.1111111111111111;0.7703703703703704;0.5197473647807078
pls_da;agrupado;todos;1;0.1111111111111111;0.7777777777777778;0.5197033302400147
pls_da;agrupado;todos;1;0.1259259259259259;0.7777777777777778;0.5191430005638525
pls_da;agrupado;todos;1;0.1259259259259259;0.8518518518518519;0.5107363240719414
pls_da;agrupado;todos;1;0.13333333333333333;0.8518518518518519;0.5091040551140668
pls_da;agrupado;todos;1;0.13333333333333333;0.8592592592592593;0.5078648402954347
pls_da;agrupado;todos;1;0.14814814814814814;0.8592592592592593;0.5009153201953844
pls_da;agrupado;todos;1;0.14814814814814814;0.8666666666666667;0.498151971958459
pls_da;agrupado;todos;1;0.16296296296296298;0.8666666666666667;0.49746000221806624
pls_da;agrupado;todos;1;0.16296296296296298;0.8888888888888888;0.4923815519290992
pls_da;agrupado;todos;1;0.2074074074074074;0.8888888888888888;0.4778639087363977
pls_da;agrupado;todos;1;0.2074074074074074;0.8962962962962963;0.477660558410755
pls_da;agrupado;todos;1;0.362962962962963;0.8962962962962963;0.45563637582847344
pls_da;agrupado;todos;1;0.362962962962963;0.9037037037037037;0.45509344596342594
pls_da;agrupado;todos;1;0.3851851851851852;0.9037037037037037;0.45353105795889603
pls_da;agrupado;todos;1;0.3851851851851852;0.9111111111111111;0.45331449426483145
pls_da;agrupado;todos;1;0.4222222222222222;0.9111111111111111;0.4498172759093208
pls_da;agrupado;todos;1;0.4222222222222222;0.9185185185185185;0.44914185418426694
pls_da;agrupado;todos;1;0.4444444444444444;0.9185185185185185;0.4468387858229889
pls_da;agrupado;todos;1;0.4444444444444444;0.9333333333333333;0.4446830923517684
pls_da;agrupado;todos;1;0.45185185185185184;0.9333333333333333;0.4420679048527164
pls_da;agrupado;todos;1;0.45185185185185184;0.9407407407407408;0.4416956261407881
pls_da;agrupado;todos;1;0.45925925925925926;0.9407407407407408;0.44108879362282655
pls_da;agrupado;todos;1;0.45925925925925926;0.9703703703703703;0.43922629127120993
pls_da;agrupado;todos;1;0.7777777777777778;0.9703703703703703;0.38900881990812086
pls_da;agrupado;todos;1;0.7777777777777778;0.9777777777777777;0.3889088098762555
pls_da;agrupado;todos;1;0.7851851851851852;0.9777777777777777;0.3882611759672764
