modelo;modo;genotipo;estagio_preprocessamento;alvo;classe_positiva;bandas_nm;estrategia_validacao;grupo_validacao;turno_avaliacao;k_folds;amostras;semente
pls_da;agrupado;todos;normalizado;condicao;NIRRIG;1968, 1347, 1531, 1367, 1842;StratifiedGroupKFold;nomenclaura;manha;5;1348;42
