modelo;modo;genotipo;accuracy_media;accuracy_desvio;precision_media;precision_desvio;recall_media;recall_desvio;f1_score_media;f1_score_desvio;kappa_media;kappa_desvio;auc_roc_media;auc_roc_desvio
pls_da;agrupado;todos;0.8450892857142858;0.028176371722567532;0.8259957194197357;0.029128243351896392;0.8739583333333332;0.02562161224218507;0.8492577938298169;0.026745136585092096;0.6902115102157527;0.056366129186466524;0.8996503883761514;0.02221289935514864
