modelo;modo;genotipo;fold;classe;precision;recall;f1-score;support
pls_da;agrupado;todos;1;IRRIG;0.8582089552238806;0.8518518518518519;0.8550185873605948;135.0
pls_da;agrupado;todos;1;NIRRIG;0.8529411764705882;0.8592592592592593;0.8560885608856088;135.0
pls_da;agrupado;todos;1;accuracy;0.8555555555555555;0.8555555555555555;0.8555555555555555;0.8555555555555555
pls_da;agrupado;todos;1;macro avg;0.8555750658472344;0.8555555555555556;0.8555535741231017;270.0
pls_da;agrupado;todos;1;weighted avg;0.8555750658472344;0.8555555555555555;0.8555535741231017;270.0
pls_da;agrupado;todos;2;IRRIG;0.8936170212765957;0.9264705882352942;0.9097472924187726;136.0
pls_da;agrupado;todos;2;NIRRIG;0.9224806201550387;0.8880597014925373;0.9049429657794676;134.0
pls_da;agrupado;todos;2;accuracy;0.9074074074074074;0.9074074074074074;0.9074074074074074;0.9074074074074074
pls_da;agrupado;todos;2;macro avg;0.9080488207158173;0.9072651448639157;0.9073451290991201;270.0
pls_da;agrupado;todos;2;weighted avg;0.907941918497749;0.9074074074074074;0.9073629229014879;270.0
pls_da;agrupado;todos;3;IRRIG;0.8846153846153846;0.8518518518518519;0.8679245283018868;135.0
pls_da;agrupado;todos;3;NIRRIG;0.8571428571428571;0.8888888888888888;0.8727272727272727;135.0
pls_da;agrupado;todos;3;accuracy;0.8703703703703703;0.8703703703703703;0.8703703703703703;0.8703703703703703
pls_da;agrupado;todos;3;macro avg;0.8708791208791209;0.8703703703703703;0.8703259005145798;270.0
pls_da;agrupado;todos;3;weighted avg;0.8708791208791209;0.8703703703703703;0.8703259005145797;270.0
pls_da;agrupado;todos;4;IRRIG;0.9323308270676691;0.9185185185185185;0.9253731343283582;135.0
pls_da;agrupado;todos;4;NIRRIG;0.9191176470588235;0.9328358208955224;0.9259259259259259;134.0
pls_da;agrupado;todos;4;accuracy;0.9256505576208178;0.9256505576208178;0.9256505576208178;0.9256505576208178
pls_da;agrupado;todos;4;macro avg;0.9257242370632464;0.9256771697070205;0.9256495301271421;269.0
pls_da;agrupado;todos;4;weighted avg;0.9257487968773892;0.9256505576208178;0.9256485026334663;269.0
pls_da;agrupado;todos;5;IRRIG;0.9230769230769231;0.8888888888888888;0.9056603773584906;135.0
pls_da;agrupado;todos;5;NIRRIG;0.8920863309352518;0.9253731343283582;0.9084249084249084;134.0
pls_da;agrupado;todos;5;accuracy;0.9070631970260223;0.9070631970260223;0.9070631970260223;0.9070631970260223
pls_da;agrupado;todos;5;macro avg;0.9075816270060875;0.9071310116086235;0.9070426428916996;269.0
pls_da;agrupado;todos;5;weighted avg;0.907639230337206;0.9070631970260223;0.9070375043581188;269.0
