banda_nm;vip;vip_acima_de_1;iteracoes;acertos;prop_acertos;importancia_media;decisao_boruta;confirmada_boruta;q_condicao;q_tempo;significativa;criterios_atendidos
401;1.6281807930009475;True;100;100;1.0;0.03662272400128215;confirmada;True;2.095635640258471e-48;1.6949998137187125e-06;True;3
410;1.4741764714290497;True;100;100;1.0;0.031562738078568235;confirmada;True;2.4548502125485568e-46;3.092190822953424e-06;True;3
420;1.3482757234375427;True;100;100;1.0;0.02445039478928788;confirmada;True;1.2242843206988183e-43;4.053328156193501e-06;True;3
430;1.2461219773719883;True;100;100;1.0;0.021202407359834637;confirmada;True;4.226288773228017e-42;5.373558204054097e-06;True;3
440;1.1583948828047805;True;100;100;1.0;0.01651600937188535;confirmada;True;3.586404969039709e-40;7.727048988536185e-06;True;3
450;1.068347019528;True;100;100;1.0;0.012130589984661579;confirmada;True;1.0727657875977056e-37;1.0427250437129258e-05;True;3
460;0.9915267545437877;False;100;100;1.0;0.009233357792097554;confirmada;True;7.052869180715241e-36;1.2196768065604076e-05;True;2
470;0.9288533413142566;False;100;100;1.0;0.00679242081199757;confirmada;True;1.4496841614324567e-34;1.2538727658895349e-05;True;2
480;0.8717512491028971;False;100;100;1.0;0.005038153735513291;confirmada;True;4.473024697487081e-33;1.5643672461880297e-05;True;2
490;0.8135420843212672;False;100;100;1.0;0.003965254236320542;confirmada;True;2.1282187996453845e-31;1.772265604588778e-05;True;2
500;0.742299212233569;False;100;99;0.99;0.0027745472634754086;confirmada;True;5.9688841685624525e-30;1.8749713961539523e-05;True;2
518;0.7419822414404925;False;100;100;1.0;0.0022672720753356694;confirmada;True;5.3385084043554594e-30;6.148321332590522e-06;True;2
520;0.7897077346188351;False;100;100;1.0;0.002615836842082511;confirmada;True;4.408306258595485e-30;4.106090803509302e-06;True;2
530;0.9821985992606712;False;100;100;1.0;0.0029401039285706088;confirmada;True;4.6845571335735685e-27;1.2139994355313104e-06;True;2
540;1.0487906086886358;True;100;100;1.0;0.0036973273430420377;confirmada;True;1.1878062266865333e-22;1.1924059076215805e-06;True;3
559;1.1253863167439704;True;100;100;1.0;0.00393232963023873;confirmada;True;1.9067571142874168e-20;1.844210057656692e-06;True;3
569;1.1052377341025885;True;100;100;1.0;0.004156283109579482;confirmada;True;7.162086277342186e-26;3.016691379803542e-06;True;3
579;1.0327838007263348;True;100;100;1.0;0.004402676054605214;confirmada;True;3.77803874243022e-28;5.4078384919299305e-06;True;3
584;1.002298144589869;True;100;100;1.0;0.004345021533964945;confirmada;True;3.594238634669505e-28;7.080212155770832e-06;True;3
590;0.9734997313262447;False;100;100;1.0;0.004213564322005947;confirmada;True;5.6511875004631775e-28;9.02372719808196e-06;True;2
600;0.9415550248286633;False;100;100;1.0;0.0036731921905260724;confirmada;True;8.938987010700144e-28;1.217370746762929e-05;True;2
610;0.8753921736450248;False;100;100;1.0;0.0031756180544889995;confirmada;True;1.138004259008475e-27;1.2497384590919896e-05;True;2
621;0.8088406721001865;False;100;99;0.99;0.0020382524190631092;confirmada;True;3.240797327834973e-27;1.6191830465466243e-05;True;2
630;0.798800105024582;False;100;100;1.0;0.00193703554570617;confirmada;True;5.455406008175874e-27;1.2139113657827312e-08;True;2
648;0.7235328365090608;False;100;91;0.91;0.0015310614864654304;confirmada;True;7.729260290422712e-27;1.4223988492252865e-08;True;2
659;0.676220400498288;False;100;95;0.95;0.0018412918862519673;confirmada;True;3.61090830750397e-27;2.8596418724752506e-08;True;2
669;0.6730317484502863;False;100;99;0.99;0.002160279343831496;confirmada;True;1.2312608438438876e-27;5.8682970001107086e-08;True;2
679;0.7082126121284925;False;100;99;0.99;0.002542637056734601;confirmada;True;9.032949457460374e-29;7.913252828681575e-08;True;2
686;0.7199075243425492;False;100;100;1.0;0.0026772287324031115;confirmada;True;3.3830723349531934e-29;2.3720887675260923e-07;True;2
694;0.8321146099897341;False;100;100;1.0;0.0025419050975239357;confirmada;True;3.6273508783910956e-30;4.053328156193501e-06;True;2
698;1.1045452409651269;True;100;100;1.0;0.0033513124304650455;confirmada;True;2.1762494570781632e-26;1.1529853969541815e-06;True;3
713;1.627943396740213;True;100;100;1.0;0.006780294204882156;confirmada;True;9.110218794021668e-11;1.1232173550594643e-06;True;3
716;1.6460102483553272;True;100;100;1.0;0.006772353592446914;confirmada;True;1.4891994383284718e-10;1.1232173550594643e-06;True;3
735;1.139020044874169;True;100;100;1.0;0.0026474179894394475;confirmada;True;8.159053830933968e-22;2.5992974679042933e-06;True;3
742;0.9408378241115057;False;100;96;0.96;0.0015781542018349997;confirmada;True;8.389312367478559e-32;2.3969856941154627e-05;True;2
750;0.8861055321831748;False;100;99;0.99;0.0021828784562333008;confirmada;True;8.389312367478559e-32;6.09193977814524e-05;True;2
760;0.8307394933602343;False;100;100;1.0;0.0025425872712155945;confirmada;True;8.389312367478559e-32;7.709393255029373e-05;True;2
770;0.7869968571543243;False;100;98;0.98;0.0024095070302450837;confirmada;True;8.389312367478559e-32;7.820959960122091e-05;True;2
776;0.768504738548605;False;100;100;1.0;0.0022571573384356923;confirmada;True;1.1741775305150868e-31;8.448933372656579e-05;True;2
786;0.7508132200554243;False;100;99;0.99;0.0020172444951102888;confirmada;True;1.7996338934268916e-31;9.263064653131622e-05;True;2
797;0.7356853930635219;False;100;94;0.94;0.0019056132068221029;confirmada;True;2.3656798398428987e-31;0.0001130978970698;True;2
806;0.7262162881378389;False;100;89;0.89;0.0017739703868698512;confirmada;True;2.7272138598719163e-31;0.0001130978970698;True;2
816;0.7145938882828853;False;100;84;0.84;0.0016029476201371894;confirmada;True;3.641669997825055e-31;0.0001220451363004;True;2
826;0.7013271495560851;False;100;69;0.69;0.0012575392028800246;confirmada;True;1.0560729352706008e-30;0.0001256134808904;True;2
836;0.7009195528808515;False;100;50;0.5;0.0010823371515409936;tentativa;False;4.527129465232701e-30;9.74615901163964e-05;True;1
846;0.7114696856730068;False;100;39;0.39;0.0010008855401872764;tentativa;False;2.7058561669780584e-29;6.755264143786187e-05;True;1
856;0.7313697700338294;False;100;27;0.27;0.0008734203425366576;rejeitada;False;1.3825754897080235e-28;4.315984418617585e-05;True;1
866;0.7490821049696993;False;100;20;0.2;0.0008627480394747514;rejeitada;False;8.240282575249019e-28;2.822698874656378e-05;True;1
876;0.763569975134407;False;100;22;0.22;0.0008407285425815604;rejeitada;False;1.947033274132126e-27;2.2223021984166817e-05;True;1
887;0.7773492735029051;False;100;26;0.26;0.000858024828796976;rejeitada;False;3.693698115485659e-27;2.201710446387967e-05;True;1
896;0.7765420743417883;False;100;22;0.22;0.0008422526048534453;rejeitada;False;5.326569012564412e-27;1.7710884640241972e-05;True;1
908;0.7783253639817295;False;100;28;0.28;0.0008910212760946138;rejeitada;False;1.030926761968309e-26;1.5663160399823844e-05;True;1
917;0.7835461291543765;False;100;18;0.18;0.0008063419692376063;rejeitada;False;1.7181910247562388e-26;1.476458178169526e-05;True;1
927;0.7746730101187116;False;100;27;0.27;0.0008527884737052481;rejeitada;False;3.1533309727121204e-26;1.1257585240343252e-05;True;1
936;0.7779947226084822;False;100;34;0.34;0.0008802247566973477;rejeitada;False;5.0877415002791647e-26;9.676930532711554e-06;True;1
946;0.7741465807618295;False;100;39;0.39;0.0009171898764600357;tentativa;False;1.3622297655483302e-25;1.2920083923270648e-08;True;1
965;0.7774947878107631;False;100;37;0.37;0.0009382584602751644;tentativa;False;3.091205861367414e-25;3.063059633994192e-09;True;1
966;0.7760647655691716;False;100;41;0.41;0.0009843521655800414;tentativa;False;3.0131616558619514e-25;3.063059633994192e-09;True;1
979;0.7905227145742881;False;100;56;0.56;0.0010521185177566398;tentativa;False;6.095819619118516e-25;2.932291567403999e-09;True;1
986;0.8077086428608488;False;100;54;0.54;0.0010637152942557814;tentativa;False;9.708529049982867e-25;1.4088760477748852e-09;True;1
1000;0.8418630771951766;False;100;58;0.58;0.001119719408885828;tentativa;False;9.504146819612298e-25;1.3043934952227379e-09;True;1
