fold;classe_real_nirrig;classe_predita_nirrig;score_plsda
1;1;1;0.5936209926049292
1;1;1;0.6355467344456254
1;1;1;0.712500260100263
1;0;0;0.16308000812111628
1;0;0;0.10424006141789571
1;0;0;0.21400364192939864
1;1;1;0.9096417059986213
1;1;1;0.8790584666153085
1;0;0;0.2733742963271087
1;0;0;0.18126904299410718
1;0;0;0.1597371198451848
1;1;1;1.2939757489489372
1;1;1;0.7892534430490612
1;1;1;0.8205736377469053
1;0;0;0.10052498728747233
1;0;0;0.24279511974695656
2;0;0;0.16639492658232913
2;0;0;0.07093718199028687
2;0;0;0.0590937999816572
2;1;1;0.9660979495630696
2;1;1;1.058001184811983
2;0;0;-0.08652395989675654
2;0;0;0.2215665713218063
2;0;0;0.22016877091391773
2;1;1;0.9488611757171619
2;1;1;1.06763142376591
2;0;0;0.32122917202946233
2;0;0;-0.06153149332854646
2;1;1;0.7756990051745278
2;1;1;0.821205264383529
2;1;1;0.9961143495095539
2;1;1;0.9746391239412544
3;0;0;0.049683880550187465
3;1;1;0.9743279138981044
3;1;1;1.0205648265062244
3;0;0;0.041917679553783393
3;0;0;0.09670406531562786
3;1;1;1.0612769645710716
3;1;1;0.8631246531389616
3;0;0;-0.17407994601779586
3;0;0;-0.21507251582621656
3;0;0;-0.19808396784768023
3;1;1;1.0913106493858247
3;1;1;0.9573667773339416
3;1;1;0.9454037644692961
3;0;0;0.05054288276997976
3;0;0;0.014847147031117836
3;1;1;0.7621006302463603
4;0;0;0.05858318874709645
4;0;0;0.04901518641255442
4;0;0;-0.13449505054266087
4;0;0;-0.17530549403460027
4;1;1;1.0575589580081821
4;1;1;1.0772541565938054
4;1;1;1.0949480495339377
4;1;1;0.7785698024767073
4;0;0;0.08832759125281098
4;0;0;-0.21408149573890722
4;1;1;1.2132049341925695
4;0;0;0.037458958667909326
4;0;0;0.013157956141535976
4;1;1;0.7742346634830202
4;1;1;1.0660410262594224
4;1;1;1.1235699746919288
