banda_nm;vip_criterio;vip_antes_filtro;vip_modelo_final;rho_spearman_chl_total
720;2.049495996405247;1.796965444074257;1.4420097839902895;-0.5212736242689798
1725;1.5062044205033953;1.1259821597985034;0.833142763449959;-0.3243481668454736
1960;1.456679425470487;0.6375610006051582;0.4759001140861859;0.15108061129903438
