metrica;media;desvio
accuracy;0.515625;0.10673907047874581
balanced_accuracy;0.515625;0.10673907047874581
precision;0.625;0.28463752127665554
recall;0.34375;0.1875
f1;0.39484126984126977;0.1672796738758571
auc_roc;0.513671875;0.19161871711134024
