posicao;banda_nm;importancia_permutacao_media;importancia_permutacao_dp;importancia_gini;p_valor;q_fdr;epsilon2;delta_cliff;significativa;abs_delta_cliff
1;1352;0.036458333333333336;0.051822262349303115;0.019006135748928395;0.0162407194133553;0.1441979026700947;0.0770422999379652;-0.349609375;False;0.349609375
2;712;0.020833333333333332;0.036084391824351615;0.044351418215995905;0.0010520450702098;0.1060960660947109;0.1569944168734491;0.4765625;False;0.4765625
3;732;0.020833333333333332;0.036084391824351615;0.033535110265606294;0.0016782439451431;0.1060960660947109;0.1430947580645161;0.45703125;False;0.45703125
4;545;0.020833333333333332;0.036084391824351615;0.030087302316570478;0.0046094712250839;0.1060960660947109;0.1133326225186104;0.412109375;False;0.412109375
5;565;0.020833333333333332;0.036084391824351615;0.025859552923287062;0.0026324803420657;0.1060960660947109;0.1297766749379652;0.4375;False;0.4375
6;525;0.020833333333333332;0.036084391824351615;0.021253049409616507;0.0019243068878929;0.1060960660947109;0.1390382676799007;0.451171875;False;0.451171875
7;555;0.015625;0.05387541892077396;0.01286514101176075;0.0052246234400613;0.1060960660947109;0.1096774193548387;0.40625;False;0.40625
8;1332;0.015625;0.027063293868263706;0.004193026844431631;0.5019926887245714;0.7169825937145514;0.0;-0.09765625;False;0.09765625
9;1872;0.015625;0.027063293868263706;0.00378980417198808;0.0042366267872108;0.1060960660947109;0.1157985034119106;-0.416015625;False;0.416015625
10;1402;0.015625;0.027063293868263706;0.003299546104143805;0.0209174885682751;0.1600812278116874;0.0698976426799007;-0.3359375;False;0.3359375
