fold;classe_real_nirrig;classe_predita_nirrig;score_plsda
1;1;1;0.5332837648731481
1;1;1;0.5518045950136905
1;1;1;0.7834117392635702
1;0;1;0.5207814319283476
1;0;1;0.5392150439577983
1;0;1;0.5410166181602974
1;1;1;1.2126058623235754
1;1;1;1.20953652255938
1;0;0;-0.054489082602198535
1;0;0;-0.08341892702785647
1;0;0;-0.07481783789749907
1;1;1;0.7837227829281672
1;1;1;0.664983501528729
1;1;1;0.6746812508299842
1;0;0;0.18821148304844043
1;0;0;0.15861745239591418
2;0;0;0.0020938358422313286
2;0;0;-0.13443747109251103
2;0;0;-0.10873986005335601
2;1;1;0.5591085967676219
2;1;1;0.7940487217542597
2;0;1;0.5203785140934739
2;0;1;0.5761066819484084
2;0;1;0.5875427710864777
2;1;1;0.8029370993359817
2;1;1;0.6947216136847858
2;0;0;0.17981702424810814
2;0;0;0.17358573330002314
2;1;1;1.0296339020204233
2;1;1;1.0805359748433099
2;1;1;0.98746232374109
2;1;1;1.0055488170507147
3;0;0;0.017445997929380397
3;1;1;0.523053415212168
3;1;1;0.8178582419193166
3;0;1;0.5326019757030289
3;0;1;0.5621165871147512
3;1;1;0.7823112573851878
3;1;1;1.2397958599028138
3;0;0;-0.02130026527205453
3;0;0;-0.04687792111638367
3;0;0;-0.04480767784794093
3;1;1;0.7004698522837153
3;1;1;0.5924002520375606
3;1;1;0.5959200642887341
3;0;0;0.18189765493289417
3;0;0;0.12820763087597842
3;1;1;1.0314654249132431
4;0;0;-0.02039134843573931
4;0;0;0.011265360058949403
4;0;0;-0.12302784285674939
4;0;0;-0.12290028584447621
4;1;1;0.802181852807602
4;1;1;0.7731573868342994
4;1;1;0.7709635875312542
4;1;1;1.2273290932381171
4;0;0;-0.05404504756624706
4;0;0;-0.01976649077219328
4;1;1;0.7213020350040152
4;0;0;0.1475806437259849
4;0;0;0.13816530022341234
4;1;1;1.0617603077653741
4;1;1;0.9809294752946691
4;1;1;0.9977570953234085
