n_componentes;balanced_accuracy_cv;desvio_cv
1;0.625;0.21650635094610965
2;0.640625;0.20904825250405706
3;0.625;0.125
4;0.65625;0.09375
5;0.625;0.125
6;0.734375;0.1788362990978062
7;0.703125;0.14905300022139775
8;0.734375;0.1616262567623219
9;0.75;0.18221724671391565
10;0.75;0.1767766952966369
