seed;fold;banda_nm;vip
42;1;405;1.4081317904157806
42;1;415;1.3523867992112648
42;1;425;1.3019813560729525
42;1;435;1.247005376159657
42;1;445;1.1963296916616035
42;1;455;1.1438615654928135
42;1;465;1.0973895980995871
42;1;475;1.0539740265547024
42;1;485;1.0083597748024895
42;1;495;0.9644968523283676
42;1;505;0.9076790155956176
42;1;515;0.8356186309944428
42;1;525;0.804620325171689
42;1;535;0.8134122863963619
42;1;545;0.8543077011576664
42;1;555;0.9005466658053819
42;1;565;0.9007326622688787
42;1;575;0.8737307609382798
42;1;585;0.8620274315921209
42;1;595;0.8551027046455302
42;1;605;0.8434426391351872
42;1;615;0.8295681323109204
42;1;625;0.8246925017223611
42;1;635;0.8239321744237343
42;1;645;0.813669718163552
42;1;655;0.8135372813441965
42;1;665;0.8200487160786178
42;1;675;0.8334218042197389
42;1;685;0.848458705408519
42;1;695;0.8288760080765127
42;1;705;1.3376094462896504
42;1;715;1.466063446528538
42;1;725;1.1323031075003358
42;1;735;0.6796901637817264
42;1;745;0.8965814816150257
42;1;755;0.9592333471469794
42;1;765;0.9430529180401213
42;1;775;0.9117210960100124
42;1;785;0.8942722041480771
42;1;795;0.8840644544594244
42;1;805;0.8772487388443989
42;1;815;0.8676708896780265
42;1;825;0.8523865469769316
42;1;835;0.8361768965751073
42;1;845;0.8232668478473514
42;1;855;0.8195065417752282
42;1;865;0.8221923856076465
42;1;875;0.8276570617943154
42;1;885;0.8340812171287861
42;1;895;0.8379860005815446
42;1;905;0.8430225216270087
42;1;915;0.8466089041262738
42;1;925;0.8505402327077402
42;1;935;0.851847099081874
42;1;945;0.8550205400969872
42;1;955;0.8533972226787337
42;1;965;0.8510891343766444
42;1;975;0.8523374457249049
42;1;985;0.8654407147558675
42;1;995;0.8727846382063117
42;1;1005;0.8755502199458601
42;1;1015;0.8789821187943995
42;1;1025;0.8742922154084917
42;1;1035;0.8669199496273243
42;1;1045;0.8569410764489248
42;1;1055;0.8535520098015306
42;1;1065;0.8405300019003404
42;1;1075;0.8348553851152708
42;1;1085;0.829555144331379
42;1;1095;0.8212614023100231
42;1;1105;0.8161167054834846
42;1;1115;0.815506860487775
42;1;1125;0.8144807656593046
42;1;1135;0.8137633968716371
42;1;1145;0.8167713070987138
42;1;1155;0.8294420533001505
42;1;1165;0.8302520700049374
42;1;1175;0.8210486519649397
42;1;1185;0.8200703874887785
42;1;1195;0.8184606531909601
42;1;1205;0.8187289752884416
42;1;1215;0.8166173571819555
42;1;1225;0.8150347117096415
42;1;1235;0.8143214387442712
42;1;1245;0.8145809985989151
42;1;1255;0.8144812777199859
42;1;1265;0.8135837005949457
42;1;1275;0.8157271560566449
42;1;1285;0.8176124891206418
42;1;1295;0.823800294869059
42;1;1305;0.8359488257538772
42;1;1315;0.8588792539568655
42;1;1325;0.915366709734761
42;1;1335;1.0851787940220579
42;1;1345;1.4970861648683316
42;1;1355;1.9616134602244537
42;1;1365;1.9683088851116635
42;1;1375;1.6375872045116306
42;1;1385;1.2074222092539504
42;1;1395;0.9935331845089375
42;1;1405;0.9137079631959942
42;1;1415;0.8572681204326861
42;1;1425;0.812697132099634
