n_componentes;balanced_accuracy_cv;desvio_cv
1;0.6510416666666666;0.1788362990978062
2;0.734375;0.23541436208311506
3;0.734375;0.23541436208311506
4;0.734375;0.23541436208311506
5;0.75;0.25
6;0.75;0.25
7;0.734375;0.23541436208311506
8;0.71875;0.22316963839196408
9;0.734375;0.23541436208311506
10;0.75;0.19764235376052372
