n_componentes;balanced_accuracy_cv;desvio_cv
1;0.625;0.21650635094610965
2;0.734375;0.15546678704790937
3;0.796875;0.213668661424646
4;0.71875;0.184877493221863
5;0.75;0.15934435979977452
6;0.765625;0.23541436208311506
7;0.71875;0.184877493221863
8;0.703125;0.213668661424646
9;0.6875;0.2072890493972125
10;0.703125;0.213668661424646
