n_componentes;balanced_accuracy_cv;desvio_cv
1;0.5;0.0
2;0.46875;0.05412658773652741
3;0.5;0.0
4;0.453125;0.05182226234930312
5;0.5;0.08838834764831845
6;0.609375;0.11158481919598204
7;0.625;0.125
8;0.65625;0.16237976320958225
9;0.6875;0.11692679333668567
10;0.6875;0.10825317547305482
