seed;fold;n_treino;n_teste;accuracy;f1;kappa;auc_roc
42;1;144;48;0.875;0.88;0.75;0.9670138888888888
42;2;144;48;0.9583333333333334;0.96;0.9166666666666666;0.9947916666666666
42;3;144;48;0.9375;0.9387755102040817;0.875;0.9774305555555556
42;4;144;48;0.9375;0.9387755102040817;0.875;0.986111111111111
43;1;144;48;0.8958333333333334;0.9019607843137255;0.7916666666666666;0.9444444444444444
43;2;144;48;0.9375;0.9361702127659575;0.875;0.9739583333333334
43;3;144;48;0.9375;0.9361702127659575;0.875;0.9774305555555556
43;4;144;48;0.9166666666666666;0.9230769230769231;0.8333333333333334;0.9826388888888888
44;1;144;48;1.0;1.0;1.0;1.0
44;2;144;48;0.9375;0.9411764705882353;0.875;0.9791666666666666
44;3;144;48;0.875;0.8695652173913043;0.75;0.9375
44;4;144;48;0.9166666666666666;0.9230769230769231;0.8333333333333334;0.9704861111111112
45;1;144;48;0.9166666666666666;0.92;0.8333333333333334;0.9861111111111112
45;2;144;48;0.8333333333333334;0.84;0.6666666666666667;0.9444444444444444
45;3;144;48;0.9791666666666666;0.9795918367346939;0.9583333333333334;1.0
45;4;144;48;0.9583333333333334;0.9583333333333334;0.9166666666666666;0.9861111111111112
46;1;144;48;0.9375;0.9387755102040817;0.875;0.9826388888888888
46;2;144;48;0.875;0.8846153846153846;0.75;0.9392361111111112
46;3;144;48;0.9375;0.9387755102040817;0.875;0.9895833333333334
46;4;144;48;0.9375;0.9387755102040817;0.875;0.984375
