posicao;banda_nm;importancia_permutacao_media;importancia_permutacao_dp;importancia_gini
1;2446;0.0;0.0;0.0668433264968706
2;425;0.0;0.0;0.0572594717110846
3;405;0.0;0.0;0.0500308683793257
4;710;0.0;0.0;0.0436136552283398
5;415;0.0;0.0;0.0384056741409847
6;720;0.0;0.0;0.0379735298417012
7;1327;0.0;0.0;0.0378926136210991
8;1367;0.0;0.0;0.0376752588860091
9;455;0.0;0.0;0.0365691153880907
10;465;0.0;0.0;0.0338263176171672
11;445;0.0;0.0;0.0276007885098794
12;495;0.0;0.0;0.0275819021634231
13;475;0.0;0.0;0.026472355161659
14;435;0.0;0.0;0.0264047098908475
15;2406;0.0;0.0;0.0263223845053246
16;685;0.0;0.0;0.0244354314709302
17;485;0.0;0.0;0.0240752636206844
18;2436;0.0;0.0;0.0202659037775316
19;675;0.0;0.0;0.0192705014294772
20;1357;0.0;0.0;0.0174655842128473
21;1347;0.0;0.0;0.0166452702395976
22;2386;0.0;0.0;0.0161219070309979
23;2416;0.0;0.0;0.0158981745436359
24;2056;0.0;0.0;0.0156242676242676
25;2396;0.0;0.0;0.0154076228758201
26;1517;0.0;0.0;0.0147939049628757
27;505;0.0;0.0;0.0139710144927536
28;2006;0.0;0.0;0.011433807253095
29;1966;0.0;0.0;0.01094782523645
30;1986;0.0;0.0;0.0104902647814223
31;1956;0.0;0.0;0.0097923964498358
32;2086;0.0;0.0;0.0083437269833919
33;1237;0.0;0.0;0.0082417582417582
34;1497;0.0;0.0;0.0082176221417208
35;1317;0.0;0.0;0.0081701539596276
36;2366;0.0;0.0;0.0079968418678096
37;1167;0.0;0.0;0.0077835497835497
38;1936;0.0;0.0;0.0074595384478303
39;1207;0.0;0.0;0.0072125435540069
40;2426;0.0;0.0;0.0068421052631578
41;665;0.0;0.0;0.0062790697674418
42;2246;0.0;0.0;0.0059716758457907
43;1377;0.0;0.0;0.0057336586748351
44;2236;0.0;0.0;0.0055348837209302
45;1996;0.0;0.0;0.0055286946523674
46;1916;0.0;0.0;0.0047426276266401
47;1976;0.0;0.0;0.004607999628444
48;1896;0.0;0.0;0.0038386112477111
49;1906;0.0;0.0;0.0035002138786549
50;1677;0.0;0.0;0.0033265429583811
51;2206;0.0;0.0;0.002891384552718
52;1157;0.0;0.0;0.002787456445993
53;1217;0.0;0.0;0.0027164685908319
54;1946;0.0;0.0;0.0022222222222222
55;738;0.0;0.0;0.0018548410938654
56;1926;0.0;0.0;0.001759050145257
57;1877;0.0;0.0;0.0017582417582417
58;1837;0.0;0.0;0.0017142857142857
59;2016;0.0;0.0;0.001609326791608
60;1657;0.0;0.0;0.0015200525969756
61;857;0.0;0.0;0.001410934744268
62;2356;0.0;0.0;0.001362710852366
63;545;0.0;0.0;0.0012610837438423
64;1457;0.0;0.0;0.0012487804878048
65;555;0.0;0.0;0.0012307692307692
66;1867;0.0;0.0;0.0012145748987854
67;1587;0.0;0.0;0.0012030075187969
68;767;0.0;0.0;0.0011851851851851
69;987;0.0;0.0;0.0011825547195005
70;927;0.0;0.0;0.0011822660098522
71;887;0.0;0.0;0.0011764705882352
72;1337;0.0;0.0;0.0011739405439595
73;1847;0.0;0.0;0.0010932827256757
74;575;0.0;0.0;0.0010070233371941
75;817;0.0;0.0;0.000907029478458
76;2376;0.0;0.0;0.0008465608465608
77;747;0.0;0.0;0.000650406504065
78;917;0.0;0.0;0.0006484660849985
79;1857;0.0;0.0;0.0006237816764132
80;1817;0.0;0.0;0.0006228450672895
81;1577;0.0;0.0;0.0006060606060606
82;1077;0.0;0.0;0.0006055790705401
83;2166;0.0;0.0;0.0005555555555555
84;967;0.0;0.0;0.0005333535215888
85;1717;0.0;0.0;0.0005079365079365
86;730;0.0;0.0;0.0005044334975369
87;2216;0.0;0.0;0.0005044334975369
88;1427;0.0;0.0;0.0005004887585532
89;2126;0.0;0.0;0.0004761904761904
90;1567;0.0;0.0;0.00046875
91;1887;0.0;0.0;0.0004362668086806
92;947;0.0;0.0;0.000427093760427
93;2036;0.0;0.0;0.0003238866396761
94;1067;0.0;0.0;0.0002922650541698
95;1037;0.0;0.0;0.0002816603403113
96;997;0.0;0.0;0.0002789493995596
97;525;0.0;0.0;0.0001891625615763
98;1767;0.0;0.0;0.0
99;1757;0.0;0.0;0.0
100;1747;0.0;0.0;0.0
101;1737;0.0;0.0;0.0
102;1727;0.0;0.0;0.0
103;1707;0.0;0.0;0.0
104;1697;0.0;0.0;0.0
105;1687;0.0;0.0;0.0
106;1627;0.0;0.0;0.0
107;1667;0.0;0.0;0.0
108;1647;0.0;0.0;0.0
109;1637;0.0;0.0;0.0
110;1477;0.0;0.0;0.0
111;1617;0.0;0.0;0.0
112;1607;0.0;0.0;0.0
113;1597;0.0;0.0;0.0
114;1557;0.0;0.0;0.0
115;1547;0.0;0.0;0.0
116;1537;0.0;0.0;0.0
117;1527;0.0;0.0;0.0
118;1507;0.0;0.0;0.0
119;1487;0.0;0.0;0.0
120;1787;0.0;0.0;0.0
121;1467;0.0;0.0;0.0
122;1447;0.0;0.0;0.0
123;1777;0.0;0.0;0.0
124;2136;0.0;0.0;0.0
125;1797;0.0;0.0;0.0
126;2196;0.0;0.0;0.0
127;2336;0.0;0.0;0.0
128;2326;0.0;0.0;0.0
129;2316;0.0;0.0;0.0
130;2306;0.0;0.0;0.0
131;2296;0.0;0.0;0.0
132;2286;0.0;0.0;0.0
133;1417;0.0;0.0;0.0
134;2276;0.0;0.0;0.0
135;2266;0.0;0.0;0.0
136;2256;0.0;0.0;0.0
137;2226;0.0;0.0;0.0
138;2186;0.0;0.0;0.0
139;1807;0.0;0.0;0.0
140;2176;0.0;0.0;0.0
141;2156;0.0;0.0;0.0
142;2146;0.0;0.0;0.0
143;2116;0.0;0.0;0.0
144;2106;0.0;0.0;0.0
