modelo;modo;genotipo;estagio_preprocessamento;alvo;classe_positiva;bandas_nm;estrategia_validacao;grupo_validacao;k_folds;amostras;semente
random_forest;agrupado;todos;normalizado;condicao;NIRRIG;1968, 1347, 1531, 1367, 1842;StratifiedGroupKFold;nomenclaura;5;1924;42
