n_componentes;rmse_cv_bloco;r2_cv_bloco
1;0.05195474745368449;0.07168187981932239
2;0.05011799883017506;0.13615903598857637
3;0.05117711080474468;0.09926325492078714
4;0.05699223912940394;-0.11706331996733454
5;0.0635797206429075;-0.3902201605640534
6;0.07064809539279396;-0.716513675499207
