n_componentes;rmse_cv_bloco;r2_cv_bloco
1;0.0823120190182372;-0.6450670050691178
2;0.09119515603087107;-1.0192989720715948
3;0.08183387916978968;-0.6260105525559974
4;0.06723084238812647;-0.09747386930787005
5;0.06259676457904349;0.0486050194328449
6;0.058016475751033886;0.18274089019127782
