modelo;modo;genotipo;estagio_preprocessamento;alvo;classe_positiva;bandas_nm;estrategia_validacao;grupo_validacao;k_folds;amostras;semente
svm;por_genotipo;CD202;normalizado;condicao;NIRRIG;1530, 422, 723, 899, 1949;StratifiedGroupKFold;nomenclaura;5;644;42
