modelo;modo;genotipo;fold;accuracy;precision;recall;f1_score;kappa;auc_roc
svm;por_genotipo;CD202;1;1.0;1.0;1.0;1.0;1.0;1.0
svm;por_genotipo;CD202;2;0.967032967032967;0.9772727272727273;0.9555555555555556;0.9662921348314607;0.9340420391398888;0.9956521739130435
svm;por_genotipo;CD202;3;0.9222222222222223;0.975;0.8666666666666667;0.9176470588235294;0.8444444444444444;0.9565432098765432
svm;por_genotipo;CD202;4;0.9444444444444444;0.9534883720930233;0.9318181818181818;0.9425287356321839;0.888779041028176;0.9846837944664032
svm;por_genotipo;CD202;5;0.9666666666666667;1.0;0.9333333333333333;0.9655172413793104;0.9333333333333333;0.9851851851851852
