modelo;modo;genotipo;accuracy_media;accuracy_desvio;precision_media;precision_desvio;recall_media;recall_desvio;f1_score_media;f1_score_desvio;kappa_media;kappa_desvio;auc_roc_media;auc_roc_desvio
svm;por_genotipo;CD202;0.9270693574836016;0.015860920875179648;0.8996083467316345;0.03444305331223618;0.9625;0.03240068961457457;0.929210331047474;0.015089592571167825;0.8542409779105309;0.03166570076408476;0.9641933457167833;0.01568134173793716
