posicao;banda_nm;importancia_permutacao_media;importancia_permutacao_dp;importancia_gini;p_valor;q_fdr;epsilon2;delta_cliff;significativa;abs_delta_cliff
1;425;0.0;0.0;0.0730175716397484;2.7407301401734218e-11;1.0095774247855356e-09;0.6992555831265509;-0.96875;True;0.96875
2;1959;0.0;0.0;0.06775988814376933;2.7407301401734218e-11;1.0095774247855356e-09;0.6992555831265509;0.96875;True;0.96875
3;1969;0.0;0.0;0.055037031904467265;2.7407301401734218e-11;1.0095774247855356e-09;0.6992555831265509;0.96875;True;0.96875
4;1979;0.0;0.0;0.04765712566161203;3.289005542750451e-11;1.0378077489509498e-09;0.6934979838709678;0.96484375;True;0.96484375
5;435;0.0;0.0;0.04519661211250476;6.773130231199793e-11;1.780985910793689e-09;0.6707002171215881;-0.94921875;True;0.94921875
6;405;0.0;0.0;0.038307453904717924;2.7407301401734218e-11;1.0095774247855356e-09;0.6992555831265509;-0.96875;True;0.96875
7;1939;0.0;0.0;0.037778413403697586;1.1557460629092276e-10;1.991962331955316e-09;0.6538461538461539;0.9375;True;0.9375
8;1949;0.0;0.0;0.03654042937879981;2.7407301401734218e-11;1.0095774247855356e-09;0.6992555831265509;0.96875;True;0.96875
9;415;0.0;0.0;0.03573286999362756;2.7407301401734218e-11;1.0095774247855356e-09;0.6992555831265509;-0.96875;True;0.96875
10;1919;0.0;0.0;0.03262253238723827;4.658418529041903e-10;5.136783012400507e-09;0.609925558312655;0.90625;True;0.90625
