metrica;media;desvio
accuracy;0.578125;0.3512440687518201
balanced_accuracy;0.578125;0.3512440687518201
precision;0.43888888888888883;0.40990814990437147
recall;0.5625;0.5153882032022076
f1;0.4908496732026144;0.45146511792380173
auc_roc;0.564453125;0.37507459110586144
