n_componentes;balanced_accuracy_cv;desvio_cv
1;0.5;0.0
2;0.5;0.0
3;0.46875;0.05412658773652741
4;0.4375;0.10825317547305482
5;0.5;0.0
6;0.515625;0.027063293868263706
7;0.53125;0.05412658773652741
8;0.515625;0.027063293868263706
9;0.5;0.0
10;0.453125;0.08118988160479113
