n_componentes;balanced_accuracy_cv;desvio_cv
1;0.5;0.0
2;0.671875;0.10245997694221876
3;0.703125;0.19452968121857395
4;0.75;0.1767766952966369
5;0.75;0.1767766952966369
6;0.75;0.1767766952966369
7;0.828125;0.19452968121857395
8;0.796875;0.19452968121857395
9;0.796875;0.19452968121857395
10;0.734375;0.15546678704790937
