posicao;banda_nm;importancia_permutacao_media;importancia_permutacao_dp;importancia_gini
1;779;0.0;0.0;0.0718011257035647
2;749;0.0;0.0;0.0511851851851851
3;425;0.0;0.0;0.0423423936546108
4;759;0.0;0.0;0.04064
5;789;0.0;0.0;0.0406060606060606
6;2419;0.0;0.0;0.04
7;2447;0.0;0.0;0.04
8;1949;0.0;0.0;0.0399930337861372
9;1517;0.0;0.0;0.038183651106728
10;1979;0.0;0.0;0.0381631701631701
11;1939;0.0;0.0;0.0371082251082251
12;2429;0.0;0.0;0.0312307692307692
13;465;0.0;0.0;0.0311017061370002
14;405;0.0;0.0;0.0306311637080867
15;435;0.0;0.0;0.03
16;455;0.0;0.0;0.03
17;769;0.0;0.0;0.03
18;2009;0.0;0.0;0.029622433163682
19;1467;0.0;0.0;0.0282887700534759
20;1959;0.0;0.0;0.021420440276424
21;809;0.0;0.0;0.0210747767857142
22;1999;0.0;0.0;0.0193762183235867
23;475;0.0;0.0;0.0193688362919132
24;2049;0.0;0.0;0.0182887700534759
25;2439;0.0;0.0;0.0106177606177606
26;1507;0.0;0.0;0.0102935606060606
27;1527;0.0;0.0;0.01
28;2389;0.0;0.0;0.01
29;1989;0.0;0.0;0.01
30;1969;0.0;0.0;0.01
31;2029;0.0;0.0;0.01
32;999;0.0;0.0;0.01
33;799;0.0;0.0;0.01
34;445;0.0;0.0;0.01
35;415;0.0;0.0;0.01
36;1487;0.0;0.0;0.0093939393939393
37;1909;0.0;0.0;0.0093869731800766
38;1447;0.0;0.0;0.0093822393822393
39;1437;0.0;0.0;0.00936
40;1899;0.0;0.0;0.008796992481203
41;1129;0.0;0.0;0.0082887700534759
42;1477;0.0;0.0;0.0081988742964352
43;665;0.0;0.0;0.0012030075187969
44;1497;0.0;0.0;0.0011797235023041
45;1577;0.0;0.0;0.0006130268199233
46;1919;0.0;0.0;0.0006095238095238
47;685;0.0;0.0;0.0006060606060606
48;1667;0.0;0.0;0.00060546875
49;1387;0.0;0.0;0.000427093760427
