seed;fold;n_treino;n_teste;accuracy;f1;kappa;auc_roc
42;1;48;16;0.625;0.5;0.25;0.90625
42;2;48;16;0.75;0.8;0.5;0.71875
42;3;48;16;0.6875;0.7619047619047619;0.375;0.765625
42;4;48;16;0.5;0.6;0.0;0.5625
43;1;48;16;0.625;0.6666666666666666;0.25;0.71875
43;2;48;16;0.625;0.7;0.25;0.765625
43;3;48;16;0.4375;0.4;-0.125;0.53125
43;4;48;16;0.75;0.8;0.5;0.796875
44;1;48;16;0.8125;0.8235294117647058;0.625;0.75
44;2;48;16;0.75;0.8;0.5;0.671875
44;3;48;16;0.75;0.8;0.5;0.859375
44;4;48;16;0.5;0.6;0.0;0.625
45;1;48;16;0.5;0.5555555555555556;0.0;0.46875
45;2;48;16;0.5625;0.631578947368421;0.125;0.59375
45;3;48;16;0.8125;0.8235294117647058;0.625;0.90625
45;4;48;16;0.6875;0.7368421052631579;0.375;0.734375
46;1;48;16;0.625;0.6666666666666666;0.25;0.734375
46;2;48;16;0.625;0.7;0.25;0.671875
46;3;48;16;0.75;0.7777777777777778;0.5;0.78125
46;4;48;16;0.8125;0.8421052631578947;0.625;0.8125
