dia;banda_nm;p_valor;q_fdr;epsilon2;delta_cliff;significativa;grupo_spearman;vip_pls_da;vip_acima_de_1;abs_delta_cliff
D06;1922;1.089606366552202e-11;4.2730069938787115e-11;0.7283925248138958;0.98828125;True;152;1.647854431043388;True;0.98828125
D06;1932;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;1.0;True;153;1.6475485376692278;True;1.0
D06;1941;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;1.0;True;154;1.6163234993615765;True;1.0
D06;1912;9.041260826253434e-12;3.8155608960176526e-11;0.7342897022332507;0.9921875;True;151;1.6081383656254136;True;0.9921875
D06;1951;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;1.0;True;155;1.5630581900611313;True;1.0
D06;1961;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;1.0;True;156;1.4991178856356822;True;1.0
D06;1901;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;1.0;True;150;1.462174430062824;True;1.0
D06;1971;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;1.0;True;157;1.4389368737657082;True;1.0
D06;1982;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;1.0;True;158;1.3794557329732304;True;1.0
D06;1991;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;1.0;True;159;1.3370019337035735;True;1.0
D06;2002;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;1.0;True;160;1.292778800144505;True;1.0
D06;2012;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;1.0;True;161;1.250727749100715;True;1.0
D06;1892;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;1.0;True;149;1.245156760845415;True;1.0
D06;742;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;-1.0;True;34;1.2247197228234767;True;1.0
D06;2021;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;1.0;True;162;1.2156633633579261;True;1.0
D06;752;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;-1.0;True;35;1.1847291693569428;True;1.0
D06;2031;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;1.0;True;163;1.171387618977143;True;1.0
D06;1726;0.1013981706727219;0.1033122941131409;0.0271518300248138;0.23828125;False;132;1.1606583253868714;True;0.23828125
