n_componentes;balanced_accuracy_cv;desvio_cv
1;0.71875;0.184877493221863
2;0.65625;0.1288470508005519
3;0.78125;0.22316963839196408
4;0.6875;0.2072890493972125
5;0.6875;0.2072890493972125
6;0.6875;0.2072890493972125
7;0.625;0.21650635094610965
8;0.671875;0.20432338797846908
9;0.671875;0.18421603316486868
10;0.65625;0.16237976320958225
