modelo;modo;genotipo;estagio_preprocessamento;alvo;classe_positiva;bandas_nm;estrategia_validacao;grupo_validacao;k_folds;amostras;semente
svm;por_genotipo;EMB48;normalizado;condicao;NIRRIG;721, 1529, 400, 2330, 552;StratifiedGroupKFold;nomenclaura;5;640;42
