modelo;modo;genotipo;accuracy_media;accuracy_desvio;precision_media;precision_desvio;recall_media;recall_desvio;f1_score_media;f1_score_desvio;kappa_media;kappa_desvio;auc_roc_media;auc_roc_desvio
svm;por_genotipo;EMB48;0.9077945184736522;0.030092981276147117;0.9069072790807866;0.030583190509367027;0.909375;0.04335761539222376;0.907743398168094;0.030554656830628493;0.8155402738018737;0.06015015950284826;0.9640450261544011;0.027206658004592495
