modelo;modo;genotipo;fold;accuracy;precision;recall;f1_score;kappa;auc_roc
svm;por_genotipo;EMB48;1;0.9666666666666667;0.9555555555555556;0.9772727272727273;0.9662921348314607;0.9333333333333333;0.9970355731225297
svm;por_genotipo;EMB48;2;0.9666666666666667;0.9565217391304348;0.9777777777777777;0.967032967032967;0.9333333333333333;0.9985185185185186
svm;por_genotipo;EMB48;3;0.9333333333333333;0.9148936170212766;0.9555555555555556;0.9347826086956522;0.8666666666666667;0.9609876543209876
svm;por_genotipo;EMB48;4;0.8764044943820225;0.9722222222222222;0.7777777777777778;0.8641975308641975;0.7533383723859914;0.9323232323232323
svm;por_genotipo;EMB48;5;0.9775280898876404;0.9777777777777777;0.9777777777777777;0.9777777777777777;0.955050505050505;0.992929292929293
