posicao;banda_nm;importancia_permutacao_media;importancia_permutacao_dp;importancia_gini
1;828;0.0;0.0;0.04
2;1461;0.0;0.0;0.04
3;1098;0.0;0.0;0.03
4;1411;0.0;0.0;0.03
5;1581;0.0;0.0;0.03
6;2371;0.0;0.0;0.03
7;1128;0.0;0.0;0.03
8;738;0.0;0.0;0.02
9;2448;0.0;0.0;0.02
10;2021;0.0;0.0;0.02
11;1921;0.0;0.0;0.02
12;1088;0.0;0.0;0.02
13;878;0.0;0.0;0.02
14;798;0.0;0.0;0.02
15;858;0.0;0.0;0.02
16;615;0.0;0.0;0.02
17;585;0.0;0.0;0.02
18;575;0.0;0.0;0.02
19;515;0.0;0.0;0.02
20;465;0.0;0.0;0.02
21;425;0.0;0.0;0.02
22;605;0.0;0.0;0.02
23;405;0.0;0.0;0.02
24;1891;0.0;0.0;0.01
25;1941;0.0;0.0;0.01
26;1931;0.0;0.0;0.01
27;1901;0.0;0.0;0.01
28;1501;0.0;0.0;0.01
29;1561;0.0;0.0;0.01
30;1531;0.0;0.0;0.01
31;1961;0.0;0.0;0.01
32;1951;0.0;0.0;0.01
33;2431;0.0;0.0;0.01
34;1971;0.0;0.0;0.01
35;1991;0.0;0.0;0.01
36;2011;0.0;0.0;0.01
37;2061;0.0;0.0;0.01
38;2081;0.0;0.0;0.01
39;2111;0.0;0.0;0.01
40;2361;0.0;0.0;0.01
41;2401;0.0;0.0;0.01
42;2421;0.0;0.0;0.01
43;1471;0.0;0.0;0.01
44;1481;0.0;0.0;0.01
45;1871;0.0;0.0;0.01
46;1451;0.0;0.0;0.01
47;868;0.0;0.0;0.01
48;1441;0.0;0.0;0.01
49;475;0.0;0.0;0.01
50;495;0.0;0.0;0.01
51;555;0.0;0.0;0.01
52;635;0.0;0.0;0.01
53;685;0.0;0.0;0.01
54;695;0.0;0.0;0.01
55;768;0.0;0.0;0.01
56;778;0.0;0.0;0.01
57;848;0.0;0.0;0.01
58;1861;0.0;0.0;0.01
59;918;0.0;0.0;0.01
60;1318;0.0;0.0;0.01
61;1431;0.0;0.0;0.01
62;1068;0.0;0.0;0.01
63;1421;0.0;0.0;0.01
64;1401;0.0;0.0;0.01
65;1308;0.0;0.0;0.01
66;1138;0.0;0.0;0.01
67;1118;0.0;0.0;0.01
68;1108;0.0;0.0;0.01
69;1741;0.0;0.0;0.0
70;1801;0.0;0.0;0.0
71;1751;0.0;0.0;0.0
72;1761;0.0;0.0;0.0
73;1771;0.0;0.0;0.0
74;1781;0.0;0.0;0.0
75;1791;0.0;0.0;0.0
76;1831;0.0;0.0;0.0
77;1811;0.0;0.0;0.0
78;1821;0.0;0.0;0.0
79;1721;0.0;0.0;0.0
80;1841;0.0;0.0;0.0
81;1851;0.0;0.0;0.0
82;1881;0.0;0.0;0.0
83;1911;0.0;0.0;0.0
84;1731;0.0;0.0;0.0
85;1671;0.0;0.0;0.0
86;1711;0.0;0.0;0.0
87;1701;0.0;0.0;0.0
88;1691;0.0;0.0;0.0
89;1681;0.0;0.0;0.0
90;1661;0.0;0.0;0.0
91;1651;0.0;0.0;0.0
92;1641;0.0;0.0;0.0
93;1631;0.0;0.0;0.0
94;1621;0.0;0.0;0.0
95;1601;0.0;0.0;0.0
96;1591;0.0;0.0;0.0
97;1571;0.0;0.0;0.0
98;1551;0.0;0.0;0.0
99;1541;0.0;0.0;0.0
100;1981;0.0;0.0;0.0
101;1611;0.0;0.0;0.0
102;2411;0.0;0.0;0.0
103;2001;0.0;0.0;0.0
104;2311;0.0;0.0;0.0
105;2251;0.0;0.0;0.0
106;2261;0.0;0.0;0.0
107;2271;0.0;0.0;0.0
108;2281;0.0;0.0;0.0
109;2291;0.0;0.0;0.0
110;2301;0.0;0.0;0.0
111;2321;0.0;0.0;0.0
112;2231;0.0;0.0;0.0
113;2331;0.0;0.0;0.0
114;2341;0.0;0.0;0.0
115;2351;0.0;0.0;0.0
116;2381;0.0;0.0;0.0
117;2391;0.0;0.0;0.0
118;1511;0.0;0.0;0.0
119;2241;0.0;0.0;0.0
120;2221;0.0;0.0;0.0
121;2031;0.0;0.0;0.0
122;2131;0.0;0.0;0.0
123;2041;0.0;0.0;0.0
124;2051;0.0;0.0;0.0
125;2071;0.0;0.0;0.0
126;2091;0.0;0.0;0.0
127;2101;0.0;0.0;0.0
128;2121;0.0;0.0;0.0
129;2141;0.0;0.0;0.0
130;2211;0.0;0.0;0.0
131;2151;0.0;0.0;0.0
132;2161;0.0;0.0;0.0
133;2171;0.0;0.0;0.0
134;2181;0.0;0.0;0.0
135;2191;0.0;0.0;0.0
136;2201;0.0;0.0;0.0
137;1521;0.0;0.0;0.0
138;988;0.0;0.0;0.0
139;1491;0.0;0.0;0.0
140;808;0.0;0.0;0.0
141;710;0.0;0.0;0.0
142;720;0.0;0.0;0.0
143;729;0.0;0.0;0.0
144;748;0.0;0.0;0.0
145;758;0.0;0.0;0.0
146;788;0.0;0.0;0.0
147;818;0.0;0.0;0.0
148;958;0.0;0.0;0.0
149;838;0.0;0.0;0.0
150;888;0.0;0.0;0.0
151;898;0.0;0.0;0.0
152;908;0.0;0.0;0.0
153;928;0.0;0.0;0.0
154;938;0.0;0.0;0.0
155;702;0.0;0.0;0.0
156;675;0.0;0.0;0.0
157;665;0.0;0.0;0.0
158;655;0.0;0.0;0.0
159;645;0.0;0.0;0.0
160;625;0.0;0.0;0.0
161;595;0.0;0.0;0.0
162;565;0.0;0.0;0.0
163;545;0.0;0.0;0.0
164;535;0.0;0.0;0.0
165;525;0.0;0.0;0.0
166;505;0.0;0.0;0.0
167;485;0.0;0.0;0.0
168;455;0.0;0.0;0.0
169;445;0.0;0.0;0.0
170;435;0.0;0.0;0.0
171;415;0.0;0.0;0.0
172;948;0.0;0.0;0.0
173;968;0.0;0.0;0.0
174;1391;0.0;0.0;0.0
175;1298;0.0;0.0;0.0
176;1238;0.0;0.0;0.0
177;1248;0.0;0.0;0.0
178;1258;0.0;0.0;0.0
179;1268;0.0;0.0;0.0
180;1278;0.0;0.0;0.0
181;1288;0.0;0.0;0.0
182;1328;0.0;0.0;0.0
183;978;0.0;0.0;0.0
184;1338;0.0;0.0;0.0
185;1348;0.0;0.0;0.0
186;1358;0.0;0.0;0.0
187;1368;0.0;0.0;0.0
188;1375;0.0;0.0;0.0
189;1382;0.0;0.0;0.0
190;1228;0.0;0.0;0.0
191;1218;0.0;0.0;0.0
192;1208;0.0;0.0;0.0
193;1198;0.0;0.0;0.0
194;1188;0.0;0.0;0.0
195;1178;0.0;0.0;0.0
196;1168;0.0;0.0;0.0
197;1158;0.0;0.0;0.0
198;1148;0.0;0.0;0.0
199;1078;0.0;0.0;0.0
200;1058;0.0;0.0;0.0
201;1048;0.0;0.0;0.0
202;1038;0.0;0.0;0.0
203;1028;0.0;0.0;0.0
204;1018;0.0;0.0;0.0
205;1008;0.0;0.0;0.0
206;998;0.0;0.0;0.0
207;2441;0.0;0.0;0.0
