dia;banda_nm;p_valor;q_fdr;epsilon2;delta_cliff;significativa;grupo_spearman;vip_pls_da;vip_acima_de_1;abs_delta_cliff
D10;709;7.75604315257066e-09;5.002403932680008e-08;0.5215376861042184;0.83984375;True;32;1.897751050163398;True;0.83984375
D10;1372;5.886588158308331e-07;1.5782212173451483e-06;0.3862748138957816;-0.7265625;True;99;1.8971125265127091;True;0.7265625
D10;1363;1.8446041281200964e-08;1.1094671750071312e-07;0.4943810096153846;-0.818359375;True;98;1.8860844022957883;True;0.818359375
D10;704;4.467771099432264e-05;6.673997468998961e-05;0.252605459057072;0.59375;True;31;1.8512286906687112;True;0.59375
D10;721;2.299723891442753e-09;1.6726006033152792e-08;0.559703590260546;0.869140625;True;33;1.814863824431576;True;0.869140625
D10;1356;1.3985490949055454e-09;1.1804214788688371e-08;0.5753363446029777;-0.880859375;True;97;1.8055638565478938;True;0.880859375
D10;725;9.091393046474009e-08;3.9589059741652213e-07;0.4444905397022333;0.77734375;True;34;1.7704698455570573;True;0.77734375
D10;1382;0.0008686652051795;0.0010694071643596;0.1627171215880893;-0.484375;True;100;1.737567236487884;True;0.484375
D10;1347;1.1557460629092276e-10;2.3704351750268263e-09;0.6538461538461539;-0.9375;True;96;1.5972440198512772;True;0.9375
D10;1842;0.3336664850829682;0.3495147910649478;0.0;0.140625;False;146;1.4779558153466987;True;0.140625
D10;1392;0.1882206735379792;0.2026459850007324;0.0117982320099255;-0.19140625;False;101;1.4625673666244088;True;0.19140625
D10;1852;0.6098890426291379;0.6263807843927701;0.0;0.07421875;False;147;1.4611069358189275;True;0.07421875
D10;1835;0.2708850721445035;0.2872726385565546;0.0034235421836228;0.16015625;False;145;1.4581773979991386;True;0.16015625
D10;1830;0.4204566645130104;0.437300516691777;0.0;0.1171875;False;144;1.372898317253452;True;0.1171875
D10;735;0.0399413890972265;0.0443769171389012;0.0519414934863523;0.298828125;True;35;1.302724572824438;True;0.298828125
D10;559;0.2117655597103658;0.2272795201287077;0.0090212081265508;-0.181640625;False;15;1.300140898691738;True;0.181640625
D10;1402;0.4684113514129006;0.4847183056245505;0.0;-0.10546875;False;102;1.291377959890804;True;0.10546875
D10;1870;0.8614308816094957;0.8707711868807667;0.0;-0.025390625;False;148;1.2901104074669547;True;0.025390625
D10;1337;4.2754006933689625e-10;5.127980597719148e-09;0.6126269773573201;-0.908203125;True;95;1.2895390706175203;True;0.908203125
D10;403;6.211923275036763e-12;1.0167393306209838e-09;0.7461538461538462;-1.0;True;0;1.2247010855126768;True;1.0
D10;541;0.1750538191614764;0.1890654992628689;0.0135342354218362;-0.197265625;False;14;1.2212018532538027;True;0.197265625
D10;414;9.041260826253434e-12;1.0167393306209838e-09;0.7342897022332507;-0.9921875;True;1;1.2062770795301547;True;0.9921875
D10;2445;3.6020412458034424e-11;1.3432339263896106e-09;0.690627907878412;0.962890625;True;206;1.168676475724001;True;0.962890625
D10;1812;0.301187193336114;0.3172752611876578;0.0011117788461538;0.150390625;False;143;1.166670781031241;True;0.150390625
D10;424;1.5791721092992038e-11;1.0167393306209838e-09;0.716667959057072;-0.98046875;True;2;1.1652265222229348;True;0.98046875
D10;435;2.0820600627050864e-11;1.0167393306209838e-09;0.7079356001861042;-0.974609375;True;3;1.1450774632048721;True;0.974609375
D10;444;2.7407301401734218e-11;1.1022034348030763e-09;0.6992555831265509;-0.96875;True;4;1.1364106345728422;True;0.96875
D10;455;6.192161239458065e-11;1.953865031096691e-09;0.6735295828163772;-0.951171875;True;5;1.1138803655463683;True;0.951171875
D10;2435;1.2626209022091295e-10;2.420220065823294e-09;0.6510574984491315;0.935546875;True;205;1.0976726893290496;True;0.935546875
D10;464;1.0577309909764451e-10;2.3704351750268263e-09;0.6566406250000001;-0.939453125;True;6;1.0907345521897003;True;0.939453125
D10;1802;0.1258446557685792;0.1368543950060212;0.0216617555831265;0.22265625;False;142;1.0886783500471378;True;0.22265625
D10;1327;1.1557460629092276e-10;2.3704351750268263e-09;0.6538461538461539;-0.9375;True;94;1.0853101840084936;True;0.9375
D10;1881;0.7472620257953904;0.7617467270906291;0.0;-0.046875;False;149;1.0784363591453945;True;0.046875
D10;475;2.5456520062152733e-10;3.7293801891053765e-09;0.6289576225186104;-0.919921875;True;7;1.0727889343616;True;0.919921875
D10;1956;0.0006484457665632;0.0008149278598169;0.1714756513647642;0.49609375;True;157;1.0705446672535057;True;0.49609375
D10;1949;0.0006811155767964;0.000853370829572;0.1700013570099255;0.494140625;True;156;1.0704301372683565;True;0.494140625
D10;569;0.0194743211565579;0.0219099466221065;0.0719098945409429;-0.33984375;True;16;1.0663075807665305;True;0.33984375
D10;1970;0.0003370135191116;0.0004369246066359;0.1911707118486352;0.521484375;True;158;1.0569621520795245;True;0.521484375
D10;2425;2.7766432995606736e-10;3.77145391218473e-09;0.6262213089330024;0.91796875;True;204;1.0535420261878552;True;0.91796875
D10;485;6.01955430736702e-10;6.60219566011217e-09;0.601856195719603;-0.900390625;True;8;1.0517805700242737;True;0.900390625
D10;1940;0.0010520450702098;0.0012836076377158;0.1569944168734491;0.4765625;True;155;1.0456725560192326;True;0.4765625
D10;686;1.3791353521832258e-10;2.525541613685533e-09;0.6482746588089331;-0.93359375;True;28;1.040802160010223;True;0.93359375
D10;1980;3.5408484053770364e-05;5.4851058001724335e-05;0.2597239454094293;0.6015625;True;159;1.0328213037981195;True;0.6015625
