n_componentes;balanced_accuracy_cv;desvio_cv
1;0.5625;0.10825317547305482
2;0.75;0.25
3;0.6875;0.2072890493972125
4;0.625;0.21650635094610965
5;0.65625;0.2049199538844375
6;0.625;0.21650635094610965
7;0.625;0.21650635094610965
8;0.625;0.21650635094610965
9;0.625;0.21650635094610965
10;0.625;0.21650635094610965
