n_componentes;rmse_cv_bloco;r2_cv_bloco
1;5.934356910459192;0.7710516170237192
2;6.751348680052988;0.7036729267286613
3;6.346579039725117;0.7381397117796843
4;6.989752700165282;0.6823755862660464
5;6.914085689195419;0.6892151995186305
6;7.20851819294859;0.6621824148246757
