n_componentes;rmse_cv_bloco;r2_cv_bloco
1;7.638105998877439;0.29947154221635186
2;7.387978481860439;0.3446011665619898
3;7.217618588865659;0.374478449123115
4;8.01801975096806;0.22805090253470062
5;8.401411573061521;0.15246246350743664
6;9.316991316320555;-0.042331353870171284
